*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*       71 *        71 *      2112 * 0.0080710 * 0.1237132 * -0.960276 * 0.2501262 * 618.20757 * -719.8656 * 315.61493 * 0.9602769 * 16.203429 * 63.682845 *
*       72 *        72 *      2112 * 0.0533777 * -0.215198 * -0.968538 * 0.1249887 * 110.03923 * 91.703038 * 989.68778 * 0.9685388 * 14.410199 * 149.85164 *
*       73 *        73 *      2112 * 0.0049264 * 0.9653062 * -0.243085 * -0.095359 * 833.42232 * 163.13978 * -528.0081 * 0.2430850 * 75.931304 * 354.35824 *
*       74 *        74 *      2112 * 0.0001069 * 0.0692633 * -0.952293 * -0.297220 * -138.3916 * -456.2051 * 879.04758 * 0.9522933 * 17.769235 * 283.11792 *
*       75 *        75 *      2112 * 0.0033484 * -0.489536 * -0.813252 * -0.314602 * -583.5071 * -568.3761 * -580.0585 * 0.8132523 * 35.585081 * 212.72703 *
*       76 *        76 *      2112 * 38.344370 * -0.576773 * -0.786125 * -0.222125 * -249.6577 * -924.9551 * -286.5813 * 0.7861252 * 38.175128 * 201.06256 *
*       77 *        77 *      2112 * 1.0340613 * -0.349127 * -0.004301 * -0.937065 * -11.34521 * 925.27159 * 379.13553 * 0.0043010 * 89.753565 * 249.56586 *
*       78 *        78 *      2112 * 0.2974830 * 0.8895443 * -0.456707 * -0.011381 * 852.18628 * 383.88908 * -355.5386 * 0.4567071 * 62.825172 * 359.26695 *
*       79 *        79 *      2112 * 495.18965 * -0.970539 * -0.161395 * 0.1788981 * -540.0956 * 534.79807 * -649.8366 * 0.1613956 * 80.712088 * 169.55598 *
*       80 *        80 *      2112 * 0.0387018 * -0.558873 * -0.556655 * -0.614650 * 445.00482 * 885.07507 * -136.4287 * 0.5566554 * 56.175188 * 227.72117 *
*       81 *        81 *      2112 * 0.0045053 * 0.4179796 * -0.867499 * 0.2696996 * 254.63699 * -551.6525 * -794.2540 * 0.8674993 * 29.830664 * 32.831959 *
*       82 *        82 *      2112 * 0.0448891 * 0.4066668 * -0.579676 * 0.7061142 * -175.8826 * -910.6603 * -373.8488 * 0.5796763 * 54.572215 * 60.061409 *
*       83 *        83 *      2112 * 0.0003580 * 0.3815416 * -0.517882 * -0.765652 * 420.34238 * 713.99426 * 559.93255 * 0.5178821 * 58.809704 * 296.48808 *
*       84 *        84 *      2112 * 0.0059965 * -0.834672 * 0.4982034 * 0.2347646 * 829.44955 * 211.17651 * -517.1246 * -0.498203 * 119.88121 * 164.29054 *
*       85 *        85 *      2112 * 0.0017123 * -0.119319 * 0.0842696 * -0.989273 * -380.6071 * 690.65498 * 614.92594 * -0.084269 * 94.834028 * 263.12260 *
*       86 *        86 *      2112 * 0.0001868 * 0.0325454 * -0.728783 * -0.683970 * 521.94120 * -411.0403 * -747.4109 * 0.7287836 * 43.215476 * 272.72425 *
*       87 *        87 *      2112 * 2.0103612 * -0.098223 * -0.980989 * 0.1673699 * -796.2926 * -427.8085 * -427.6655 * 0.9809890 * 11.189993 * 120.40706 *
*       88 *        88 *      2112 * 180.27097 * -0.728565 * -0.226791 * -0.646341 * 517.30430 * -269.5588 * 812.24028 * 0.2267914 * 76.891753 * 221.57761 *
*       89 *        89 *      2112 * 0.0046441 * 0.4583062 * 0.2559826 * 0.8511335 * 582.17522 * 276.22032 * 764.70539 * -0.255982 * 104.83181 * 61.699057 *
*       90 *        90 *      2112 * 0.0076003 * -0.296214 * -0.702858 * -0.646720 * 987.54405 * 67.953504 * -141.9121 * 0.7028580 * 45.343243 * 245.39099 *
*       91 *        91 *      2112 * 0.0160933 * 0.0163317 * -0.999866 * 0.0005041 * -70.98639 * 876.74756 * -475.6833 * 0.9998665 * 0.9362300 * 1.7680852 *
*       92 *        92 *      2112 * 0.0001695 * -0.044896 * -0.360219 * -0.931786 * -152.0378 * 742.17314 * -652.7353 * 0.3602197 * 68.886305 * 267.24142 *
*       93 *        93 *      2112 * 0.0001396 * -0.183538 * -0.873212 * 0.4514566 * -758.0105 * -565.7693 * 324.53816 * 0.8732128 * 29.165834 * 112.12403 *
*       94 *        94 *      2112 * 0.0001962 * -0.153649 * -0.772846 * 0.6157111 * 357.60826 * -766.1676 * -533.9507 * 0.7728464 * 39.389805 * 104.01185 *
*       95 *        95 *      2112 * 0.0160702 * -0.158244 * -0.409916 * 0.8982915 * -915.6173 * -256.8092 * -309.3441 * 0.4099160 * 65.800436 * 99.990781 *
*       96 *        96 *      2112 * 0.6926616 * 0.2221938 * -0.973861 * 0.0471488 * -235.5082 * 236.94074 * -942.5470 * 0.9738618 * 13.128819 * 11.980292 *
*       97 *        97 *      2112 * 4.9738825 * -0.445588 * -0.882371 * 0.1512345 * 706.74078 * -544.7895 * 451.35558 * 0.8823714 * 28.070232 * 161.25255 *
