*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*     8893 *      8893 *      2112 * 0.1643157 * -0.163332 * -0.979203 * -0.120343 * -407.1981 *       750 * -617.4421 * 0.9792036 * 11.705408 * 216.38269 *
*     8894 *      8894 *      2112 * 0.0003370 * 0.0505954 * -0.952910 * -0.299001 * 480.51124 *       750 * -675.9141 * 0.9529103 * 17.653032 * 279.60431 *
*     8895 *      8895 *      2112 * 0.0003454 * 0.4791458 * -0.613823 * -0.627407 * -713.0330 *       750 * 116.46934 * 0.6138237 * 52.133501 * 307.36868 *
*     8896 *      8896 *      2112 * 0.0037830 * 0.5144943 * -0.276300 * 0.8117596 *  363.3779 *       750 * 72.394491 * 0.2763002 * 73.960482 * 57.633424 *
*     8897 *      8897 *      2112 * 0.0002496 * 0.1366967 * -0.988517 * 0.0643923 * 198.75624 *       750 * -419.7373 * 0.9885178 * 8.6909008 * 25.223255 *
*     8898 *      8898 *      2112 * 0.0074971 * -0.514068 * -0.687366 * 0.5130888 * -113.9975 *       750 * -45.93753 * 0.6873667 * 46.577972 * 135.05465 *
*     8899 *      8899 *      2112 * 0.0002086 * -0.118678 * -0.796772 * 0.5925101 * -10.85851 *       750 * -222.5410 * 0.7967728 * 37.176969 * 101.32637 *
*     8900 *      8900 *      2112 * 0.0373190 * -0.358900 * -0.715571 * -0.599288 * 393.14667 *       750 * -10.89489 * 0.7155719 * 44.309907 * 239.08354 *
*     8901 *      8901 *      2112 * 0.0040637 * 0.3406968 * -0.780521 * -0.524130 *  537.6431 *       750 * 618.10949 * 0.7805211 * 38.691688 * 303.02481 *
*     8902 *      8902 *      2112 * 0.0001604 * -0.046868 * -0.998526 * 0.0273706 * 145.72756 *       750 * 187.63150 * 0.9985260 * 3.1112618 * 149.71548 *
*     8903 *      8903 *      2112 * 723.14794 * -0.732040 * -0.595100 * 0.3316205 * 48.836976 *       750 * -567.4472 * 0.5951004 * 53.480205 * 155.62907 *
*     8904 *      8904 *      2112 * 0.0004551 * 0.9915860 * 0.0049814 * 0.1293537 * 609.29127 *       750 * -479.6013 * -0.004981 * 90.285419 * 7.4323404 *
*     8905 *      8905 *      2112 * 0.0032862 * -0.064503 * -0.995951 * -0.062600 * -749.3381 *       750 * 588.01102 * 0.9959519 * 5.1570922 * 224.14225 *
*     8906 *      8906 *      2112 * 0.0021446 * 0.5221985 * -0.806068 * 0.2784993 * 50.797123 *       750 * 586.04305 * 0.8060687 * 36.286405 * 28.071923 *
*     8907 *      8907 *      2112 * 0.0001602 * -0.188165 * -0.763914 * -0.617275 * -240.6008 *       750 * -590.9963 * 0.7639141 * 40.189517 * 253.04707 *
*     8908 *      8908 *      2112 * 0.0002641 * -0.431720 * -0.792594 * 0.4305942 * -690.1742 *       750 * 285.68710 * 0.7925945 * 37.571355 * 135.07482 *
*     8909 *      8909 *      2112 * 15.318005 * 0.3671618 * -0.822256 * -0.434841 * 659.42538 *       750 * -735.5060 * 0.8222561 * 34.688715 * 310.17634 *
*     8910 *      8910 *      2112 * 0.0116809 * -0.520304 * -0.768659 * 0.3720825 * -359.4027 *       750 * -231.0300 * 0.7686595 * 39.766331 * 144.43052 *
*     8911 *      8911 *      2112 * 0.0045825 * 0.9021336 * -0.376887 * -0.210026 * -511.4875 *       750 * -149.0054 * 0.3768873 * 67.858992 *  346.8944 *
*     8912 *      8912 *      2112 * 0.6905200 * 0.5952355 * 0.7817572 * 0.1858767 * -136.8493 *       750 * -327.4691 * -0.781757 * 141.42175 * 17.342240 *
*     8913 *      8913 *      2112 * 0.0001107 * 0.9900874 * -0.113878 * 0.0822109 * 308.20156 *       750 * 308.42310 * 0.1138783 * 83.461064 * 4.7466094 *
*     8914 *      8914 *      2112 * 0.0003757 * -0.588508 * -0.748375 * -0.305927 * -733.7626 *       750 * -521.5794 * 0.7483753 *  41.55016 * 207.46701 *
*     8915 *      8915 *      2112 * 58.210335 * 0.2334885 * -0.867615 * -0.439006 * -604.3878 *       750 * -288.2278 * 0.8676155 * 29.817277 * 298.00660 *
*     8916 *      8916 *      2112 * 17.120065 * 0.5571140 * -0.462410 * 0.6897825 * -250.0100 *       750 * 57.667018 * 0.4624109 * 62.457209 * 51.073360 *
*     8917 *      8917 *      2112 * 0.0001014 * -0.294487 * -0.954683 * 0.0430872 * -601.9003 *       750 * -52.85763 * 0.9546834 * 17.314902 * 171.67598 *
*     8918 *      8918 *      2112 * 0.5017786 * -0.732813 * -0.651081 * 0.1976806 * -313.6007 *       750 * 591.95235 * 0.6510816 * 49.376793 * 164.90346 *
*     8919 *      8919 *      2112 * 0.0083682 * -0.899224 * -0.194618 * -0.391815 * -418.4340 *       750 * -264.8954 * 0.1946186 * 78.777555 * 203.54400 *
*     8920 *      8920 *      2112 * 0.0014679 * -0.249342 * -0.965082 * -0.080276 * -435.8937 *       750 * -160.4169 * 0.9650823 * 15.185608 * 197.84599 *
*     8921 *      8921 *      2112 * 0.0008769 * 0.7530397 * -0.593423 * 0.2842171 * 513.98457 *       750 * 32.530443 * 0.5934238 * 53.599649 * 20.677836 *
*     8922 *      8922 *      2112 * 0.0020283 * 0.3455594 * -0.889940 * -0.297647 * -602.8828 *       750 * 430.73816 * 0.8899408 * 27.134184 * 319.26005 *
*     8923 *      8923 *      2112 * 0.0011749 * -0.824246 * 0.4858214 * -0.290851 * 312.58619 *       750 * -256.1369 * -0.485821 * 119.06630 * 199.43638 *
*     8924 *      8924 *      2112 * 0.0004840 * -0.021526 * -0.718896 * 0.6947836 * 558.99886 *       750 * -480.1949 * 0.7188965 * 44.036545 * 91.774651 *
*     8925 *      8925 *      2112 * 0.0108579 * -0.619657 * 0.1627129 * 0.7678213 * -431.4252 *       750 * -153.1063 * -0.162712 * 99.364401 * 128.90466 *
*     8926 *      8926 *      2112 * 0.0004470 * -0.315005 * 0.2746031 * -0.908495 * 533.21121 *       750 * -236.8158 * -0.274603 * 105.93836 * 250.87686 *
*     8927 *      8927 *      2112 * 0.0001512 * -0.442617 * -0.387768 * 0.8085325 * 293.60234 *       750 * -383.4374 * 0.3877688 * 67.184257 * 118.69776 *
*     8928 *      8928 *      2112 * 15.273521 * -0.014751 * -0.998613 * 0.0505392 * 484.97202 *       750 * -85.33122 * 0.9986131 * 3.0179143 * 106.27194 *
*     8929 *      8929 *      2112 * 0.2843319 * 0.0390533 * -0.533475 * -0.844913 * 99.453875 *       750 * -385.3690 * 0.5334757 * 57.759397 * 272.64642 *
*     8930 *      8930 *      2112 * 0.0003462 * -0.586101 * 0.5154485 * -0.625138 * -204.7611 *       750 * 608.41630 * -0.515448 * 121.02744 * 226.84591 *
*     8931 *      8931 *      2112 * 0.0334475 * -0.000777 * -0.155955 * 0.9877638 * 181.76256 *       750 * 222.00456 * 0.1559552 * 81.027798 * 90.045113 *
*     8932 *      8932 *      2112 * 0.0098215 * -0.017570 * -0.331062 * -0.943445 * 479.10746 *       750 * 402.49581 * 0.3310620 * 70.666749 * 268.93306 *
*     8933 *      8933 *      2112 * 0.0005748 * -0.078680 * -0.996795 * -0.014442 * -708.6296 *       750 * 552.59442 * 0.9967952 * 4.5883119 * 190.40149 *
*     8934 *      8934 *      2112 * 0.0078326 * -0.135714 * -0.604937 * -0.784622 * 4.8265582 *       750 * -525.6920 * 0.6049374 * 52.775658 * 260.18674 *
*     8935 *      8935 *      2112 * 0.0411606 * -0.897453 * 0.3038986 * -0.319722 * -519.7054 *       750 * -0.909511 * -0.303898 * 107.69191 * 199.60867 *
*     8936 *      8936 *      2112 * 5.0131350 * -0.725749 * -0.683320 * -0.079755 * 376.90349 *       750 * -618.2823 * 0.6833207 * 46.896315 * 186.27132 *
*     8937 *      8937 *      2112 * 7.9265223 * 0.3540166 * -0.285697 * 0.8905329 * -25.20714 *       750 * 226.18120 * 0.2856978 * 73.399430 * 68.320525 *
*     8938 *      8938 *      2112 * 0.0001134 * 0.9416872 * -0.245764 * 0.2298362 * -69.31954 *       750 * -260.9198 * 0.2457649 * 75.772956 * 13.715946 *
*     8939 *      8939 *      2112 * 0.0025902 * -0.008105 * -0.999895 * -0.011930 * -356.7368 *       750 * -748.8042 * 0.9998959 * 0.8264429 * 235.80895 *
*     8940 *      8940 *      2112 * 0.0009341 * -0.024276 * -0.998980 * 0.0380557 * -266.5503 *       750 * -707.0410 * 0.9989806 * 2.5872015 * 122.53504 *
*     8941 *      8941 *      2112 * 0.0001908 * -0.136681 * -0.674253 * 0.7257408 * -246.9731 *       750 * -271.7273 * 0.6742538 * 47.603762 * 100.66581 *
*     8942 *      8942 *      2112 * 66.133605 * -0.564448 * -0.322801 * -0.759734 * -706.1388 *       750 * 124.92343 * 0.3228018 * 71.167545 * 233.38928 *
*     8943 *      8943 *      2112 * 0.1645732 * -0.026713 * -0.998821 * 0.0405173 * 517.38364 *       750 * 76.574399 * 0.9988216 * 2.7817251 * 123.39741 *
*     8944 *      8944 *      2112 * 0.0007004 * -0.263653 * -0.934815 * 0.2379230 * -237.0567 *       750 * 398.22316 * 0.9348150 * 20.801707 * 137.93669 *
*     8945 *      8945 *      2112 * 0.0002246 * 0.8661190 * -0.044241 * 0.4978760 * -499.4956 *       750 * 401.06791 * 0.0442410 * 87.464349 * 29.891821 *
*     8946 *      8946 *      2112 * 0.0368715 * 0.5069656 * -0.859186 * 0.0691698 * -160.5840 *       750 * -681.6644 * 0.8591864 * 30.774640 * 7.7694030 *
*     8947 *      8947 *      2112 * 0.0003668 * 0.0069168 * -0.999882 * -0.013666 * -484.1408 *       750 * -560.0622 * 0.9998826 * 0.8776414 * 296.84503 *
*     8948 *      8948 *      2112 * 0.0757342 * 0.8726133 * -0.082720 * 0.4813557 * 234.50340 *       750 * 219.07374 * 0.0827200 * 85.255067 * 28.882249 *
*     8949 *      8949 *      2112 * 1.7808064 * -0.084229 * -0.915063 * -0.394416 * -137.7737 *       750 * -137.1498 * 0.9150634 * 23.785258 * 257.94533 *
*     8950 *      8950 *      2112 * 0.0006609 * -0.609083 * 0.3513771 * 0.7110215 * 494.34952 *       750 * 57.281129 * -0.351377 * 110.57157 * 130.58438 *
*     8951 *      8951 *      2112 * 0.0173814 * -0.087633 * -0.983930 * 0.1555700 * 494.33004 *       750 * -633.6163 * 0.9839300 * 10.285575 * 119.39286 *
*     8952 *      8952 *      2112 * 0.8055650 * -0.145513 * -0.973180 * 0.1781741 * 361.25321 *       750 * -714.6916 * 0.9731802 * 13.299645 * 129.23819 *
*     8953 *      8953 *      2112 * 0.0003171 * -0.850737 * -0.511183 * 0.1222155 * -109.1157 *       750 * -424.2463 * 0.5111832 * 59.257324 * 171.82492 *
*     8954 *      8954 *      2112 * 0.0018239 * 0.7981262 * -0.560466 * -0.221070 * -493.3095 *       750 * -391.6028 * 0.5604662 * 55.911948 * 344.51799 *
*     8955 *      8955 *      2112 * 0.0337905 * 0.8708072 * -0.271091 * -0.410126 * 509.44941 *       750 * -693.1813 * 0.2710918 * 74.270752 * 334.78083 *
*     8956 *      8956 *      2112 * 0.0030674 * -0.164275 * -0.983054 * -0.081345 * -44.20750 *       750 * -189.7561 * 0.9830546 * 10.562779 * 206.34361 *
*     8957 *      8957 *      2112 * 0.0005109 * 0.1745022 * -0.968130 * 0.1796436 * -306.1009 *       750 * -677.8446 * 0.9681307 * 14.503871 * 45.831749 *
*     8958 *      8958 *      2112 * 0.0031990 * 0.2927269 * 0.9185866 * -0.265536 * 200.50888 *       750 * 677.46829 * -0.918586 * 156.72032 * 317.78843 *
*     8959 *      8959 *      2112 * 0.8527855 * -0.868587 * -0.407230 * 0.2823444 * 383.56787 *       750 * 671.99286 * 0.4072306 * 65.969015 * 161.99265 *
*     8960 *      8960 *      2112 * 0.0030072 * -0.090675 * -0.812170 * 0.5763306 * -660.3263 *       750 * -229.7774 * 0.8121704 * 35.691460 * 98.941188 *
*     8961 *      8961 *      2112 * 0.0459683 * -0.080681 * -0.991706 * 0.1000421 * -151.3796 *       750 * -293.8166 * 0.9917066 * 7.3841993 * 128.88533 *
*     8962 *      8962 *      2112 * 192.47956 * -0.749844 * 0.3768700 * 0.5437852 * 745.67583 *       750 * 738.15574 * -0.376870 * 112.13994 * 144.05047 *
*     8963 *      8963 *      2112 * 0.0007974 * 0.8321738 * -0.552330 * -0.049166 * -183.5297 *       750 * -160.3575 * 0.5523309 * 56.472929 * 356.61881 *
*     8964 *      8964 *      2112 * 0.0003261 * 0.1389240 * -0.888935 *  0.436456 * -303.3127 *       750 * 193.32878 * 0.8889354 * 27.260218 * 72.343714 *
*     8965 *      8965 *      2112 * 0.0846454 * 0.3106826 * -0.936516 * -0.162520 * 34.827669 *       750 * -160.7830 * 0.9365167 * 20.525422 * 332.38565 *
*     8966 *      8966 *      2112 * 0.0026048 * 0.1807342 * -0.772774 * 0.6084031 * -636.5376 *       750 * 45.736628 * 0.7727747 * 39.396284 * 73.455245 *
*     8967 *      8967 *      2112 * 0.1111821 * 0.3677394 * -0.914765 * -0.167247 * 153.30243 *       750 * 113.02718 * 0.9147655 * 23.827544 * 335.54403 *
*     8968 *      8968 *      2112 * 0.0027144 * -0.975093 * 0.1508670 * -0.162575 * 556.23729 *       750 * -444.0092 * -0.150867 * 98.677174 * 189.46575 *
*     8969 *      8969 *      2112 * 0.0004974 * -0.552815 * -0.335055 * 0.7629761 * -114.9796 *       750 * -70.47038 * 0.3350559 * 70.424062 * 125.92526 *
*     8970 *      8970 *      2112 * 0.0003428 * 0.1327540 * -0.980697 * -0.143554 * -388.3361 *       750 * -496.1330 * 0.9806978 * 11.275640 * 312.76145 *
*     8971 *      8971 *      2112 * 2.6784403 * -0.180882 * -0.685158 * 0.7055773 * 303.51237 *       750 * -668.4303 * 0.6851584 * 46.751931 * 104.37875 *
*     8972 *      8972 *      2112 * 0.0043298 * 0.2171941 * -0.943783 * -0.249197 * 721.02851 *       750 * -358.0566 * 0.9437834 * 19.303037 * 311.07453 *
*     8973 *      8973 *      2112 * 0.0001267 * 0.8119358 * -0.290152 * 0.5065292 * -561.5026 *       750 * 727.19202 * 0.2901522 * 73.132931 * 31.958135 *
*     8974 *      8974 *      2112 * 0.2733749 * 0.3612082 * -0.702658 * 0.6130248 * 562.07156 *       750 * -401.2271 * 0.7026586 * 45.359300 * 59.492436 *
*     8975 *      8975 *      2112 * 0.0001850 * -0.347385 * -0.929050 * -0.127236 * 746.06793 *       750 * 332.60946 * 0.9290500 * 21.712785 * 200.11623 *
*     8976 *      8976 *      2112 * 0.0001647 * -0.355062 * -0.874529 * -0.330346 * 536.63381 *       750 * 29.473619 * 0.8745294 * 29.010663 * 222.93487 *
*     8977 *      8977 *      2112 * 16.953051 * 0.0041949 * -0.999989 * -0.001893 * -297.7903 *       750 * 422.64496 * 0.9999894 * 0.2637000 * 335.71026 *
*     8978 *      8978 *      2112 * 0.0005434 * 0.4294904 * -0.888885 * 0.1594395 * -525.4218 *       750 * -101.4144 * 0.8888852 * 27.266499 * 20.366421 *
*     8979 *      8979 *      2112 * 58.758502 * 0.5263118 * -0.603628 * 0.5988555 * 137.65363 *       750 * 311.97347 * 0.6036288 * 52.869760 * 48.688965 *
*     8980 *      8980 *      2112 * 0.0070788 * 0.4707964 * -0.873519 * -0.123753 * 39.348005 *       750 * 504.10221 * 0.8735192 * 29.129793 * 345.27243 *
*     8981 *      8981 *      2112 * 2.0883318 * 0.5884958 * -0.420412 * -0.690598 * -218.7410 *       750 * -325.4475 * 0.4204127 * 65.139354 * 310.43610 *
*     8982 *      8982 *      2112 * 0.0264956 * 0.0023116 * -0.635174 * 0.7723656 * 411.86682 *       750 * 584.02950 * 0.6351740 * 50.567108 * 89.828515 *
*     8983 *      8983 *      2112 * 0.0002802 * 0.1017891 * -0.989450 * -0.103085 * -488.5045 *       750 * 138.51417 * 0.9894505 * 8.3298132 * 314.63747 *
*     8984 *      8984 *      2112 * 0.2597351 * -0.277135 * -0.588723 * 0.7593421 * 78.452348 *       750 * -715.2390 * 0.5887236 * 53.933516 * 110.05045 *
*     8985 *      8985 *      2112 * 0.0007750 * 0.1970344 * -0.903043 * -0.381693 * -330.3812 *       750 * 154.93619 * 0.9030435 * 25.438941 * 297.30330 *
*     8986 *      8986 *      2112 * 0.0007674 * 0.6718083 * -0.740209 * -0.027642 * 708.76982 *       750 * 432.15680 * 0.7402090 * 42.250769 * 357.64382 *
*     8987 *      8987 *      2112 * 0.0001954 * -0.375383 * -0.839685 * 0.3924488 * 489.68102 *       750 * 446.18843 * 0.8396852 * 32.893098 * 133.72677 *
*     8988 *      8988 *      2112 * 0.3438725 * 0.0460801 * -0.912090 * -0.407390 * -430.6289 *       750 * -77.36715 * 0.9120907 * 24.204100 * 276.45332 *
*     8989 *      8989 *      2112 * 0.0055460 * -0.260903 * -0.964655 * -0.036989 * 402.13457 *       750 * -622.8975 * 0.9646559 * 15.278595 * 188.06931 *
*     8990 *      8990 *      2112 * 0.0070824 * 0.4609297 * -0.606655 * 0.6476977 * 0.1838778 *       750 * -37.28913 * 0.6066559 * 52.651905 * 54.562703 *
*     8991 *      8991 *      2112 * 0.0004002 * -0.229148 * -0.934246 * 0.2732660 * -633.2013 *       750 * 530.04156 * 0.9342464 * 20.893259 * 129.98171 *
*     8992 *      8992 *      2112 * 1.0795739 * -0.105452 * -0.822099 * -0.559493 * 391.36544 *       750 * -426.9115 * 0.8220992 * 34.704503 * 259.32622 *
*     8993 *      8993 *      2112 * 0.0002728 * 0.5320096 * -0.806422 * 0.2581651 * 278.50970 *       750 * -580.6833 *  0.806422 * 36.252190 * 25.885628 *
*     8994 *      8994 *      2112 * 0.2316453 * 0.0401052 * -0.991651 * 0.1225476 * 610.33851 *       750 * 29.931994 * 0.9916519 * 7.4085332 * 71.878661 *
*     8995 *      8995 *      2112 * 0.1107115 * 0.4658659 * -0.730754 * 0.4989664 * 423.73236 *       750 * 463.85859 * 0.7307540 * 43.050357 * 46.964877 *
*     8996 *      8996 *      2112 * 0.0001422 * 0.1143933 * -0.993385 * -0.009993 * 628.70244 *       750 * 141.46856 * 0.9933852 * 6.5937630 * 355.00731 *
*     8997 *      8997 *      2112 * 0.0158867 * 0.2996522 * -0.901961 * -0.310924 * -358.6397 *       750 * -708.1392 * 0.9019615 * 25.582890 * 313.94236 *
*     8998 *      8998 *      2112 * 20.734549 * -0.134830 * -0.791296 * -0.596381 * 440.69674 *       750 * -522.6785 * 0.7912960 * 37.693203 * 257.26069 *
*     8999 *      8999 *      2112 * 0.0002219 * 0.6719412 * -0.703930 * 0.2301666 * -64.37243 *       750 * 326.78647 * 0.7039306 * 45.256784 * 18.908377 *
*     9000 *      9000 *      2112 * 0.0001672 * -0.333504 * -0.782430 * -0.525906 * -149.1918 *       750 * 259.65223 * 0.7824304 * 38.516353 * 237.61906 *
*     9001 *      9001 *      2112 * 0.0009290 * 0.7905329 * 0.4201973 * -0.445524 * -303.8577 *       750 * 12.303109 * -0.420197 * 114.84705 * 330.59550 *
*     9002 *      9002 *      2112 * 0.0003587 * 0.0760923 * -0.991896 * 0.1017457 * 573.12792 *       750 * 380.25033 * 0.9918960 * 7.2992799 * 53.208369 *
*     9003 *      9003 *      2112 * 0.0005668 * 0.4665442 * -0.743113 * -0.479706 * -696.9318 *       750 * -185.8231 * 0.7431139 * 42.002642 * 314.20309 *
*     9004 *      9004 *      2112 * 0.0001009 * 0.3063663 * -0.932790 * 0.1898465 * 635.22772 *       750 * 518.23397 * 0.9327904 * 21.125946 * 31.785328 *
*     9005 *      9005 *      2112 * 2.9399875 * -0.158118 * -0.975507 * -0.152918 * -557.8264 *       750 * 132.16286 * 0.9755072 * 12.707109 * 224.04234 *
*     9006 *      9006 *      2112 * 0.0460339 * -0.062294 * -0.627702 * -0.775956 * -165.5538 *       750 * 187.90991 * 0.6277027 * 51.119158 * 265.41009 *
*     9007 *      9007 *      2112 * 0.0001256 * -0.683902 * -0.098112 * -0.722946 * 532.54925 *       750 * 211.15300 * 0.0981120 * 84.369533 * 226.58972 *
*     9008 *      9008 *      2112 * 0.0003544 * 0.8077122 * -0.015890 * -0.589362 * 186.01763 *       750 * -591.1077 * 0.0158904 * 89.089506 * 323.88292 *
*     9009 *      9009 *      2112 * 0.0001121 * 0.0290019 * -0.994600 * -0.099641 * -435.9989 *       750 * -104.9352 * 0.9946006 * 5.9566759 * 286.22829 *
*     9010 *      9010 *      2112 * 0.0002555 * 0.7902631 * -0.562688 * -0.242621 * -306.9704 *       750 * 302.43942 * 0.5626889 * 55.758036 * 342.93279 *
*     9011 *      9011 *      2112 * 15.179852 * 0.7751586 * -0.620290 * -0.119871 * -748.2784 *       750 * -189.3578 * 0.6202902 * 51.662667 * 351.20935 *
*     9012 *      9012 *      2112 * 17.370074 * -0.746821 * -0.640819 * -0.177787 * -704.0546 *       750 * 145.81594 * 0.6408192 * 50.147064 * 193.39051 *
*     9013 *      9013 *      2112 * 0.3385866 * 0.9669533 * 0.0097431 * 0.2547672 * 279.11267 *       750 * -458.0538 * -0.009743 * 90.558249 * 14.760507 *
*     9014 *      9014 *      2112 * 0.0798469 * 0.7909616 * 0.0891086 * 0.6053423 * 219.12997 *       750 * -395.2470 * -0.089108 * 95.112331 * 37.427718 *
*     9015 *      9015 *      2112 * 0.0055929 * -0.132914 * -0.962779 * 0.2353486 * 531.91628 *       750 * 427.64665 * 0.9627796 * 15.681368 * 119.45582 *
*     9016 *      9016 *      2112 * 0.0007706 * -0.008477 * -0.999253 * 0.0376890 * -230.9831 *       750 * -160.6838 * 0.9992535 * 2.2139324 * 102.67702 *
*     9017 *      9017 *      2112 * 0.0002662 * -0.755463 * -0.576937 * -0.310511 * 177.70941 *       750 * 26.442553 * 0.5769377 * 54.764553 * 202.34372 *
*     9018 *      9018 *      2112 * 0.0008393 * -0.135409 * -0.852281 * 0.5052520 * -714.2373 *       750 * -715.1057 * 0.8522819 * 31.539257 * 105.00296 *
