*    Row   *   EventNo * ParticleI *    Energy * Direction * Direction * Direction * Position_ * Position_ * Position_ *  costheta *     theta *       phi *
*     5933 *      5933 *      2112 * 0.0910938 * 0.3708644 * -0.914337 * 0.1626256 * -485.1960 *       750 * 228.72022 * 0.9143371 * 23.888230 * 23.677658 *
*     5934 *      5934 *      2112 * 0.0002687 * -0.541600 * -0.791061 * 0.2844117 * -409.8240 *       750 * -331.7710 * 0.7910619 * 37.715141 * 152.29459 *
*     5935 *      5935 *      2112 * 0.0038891 * -0.069170 * -0.494489 * 0.8664267 * 685.97310 *       750 * -166.4967 * 0.4944896 * 60.363894 * 94.564506 *
*     5936 *      5936 *      2112 * 0.0016602 * -0.029750 * -0.999534 * -0.006755 * -701.0367 *       750 * 282.74059 * 0.9995345 * 1.7482690 * 192.79345 *
*     5937 *      5937 *      2112 * 0.2332743 * -0.526242 * -0.818537 * -0.230357 * 101.29513 *       750 * 227.35253 * 0.8185378 * 35.061302 * 203.64094 *
*     5938 *      5938 *      2112 * 0.1859509 * 0.5774049 * -0.813410 * 0.0704755 * -453.1409 *       750 * -705.0567 * 0.8134105 * 35.569500 * 6.9588527 *
*     5939 *      5939 *      2112 * 0.0010876 * -0.057583 * -0.965239 * 0.2549453 * 455.89575 *       750 * -480.2092 * 0.9652393 * 15.151217 * 102.72752 *
*     5940 *      5940 *      2112 * 0.0003779 * 0.4846785 * -0.832412 * 0.2686563 * 260.19808 *       750 * 749.24221 * 0.8324124 * 33.652642 * 28.999518 *
*     5941 *      5941 *      2112 * 0.0128128 * -0.182032 * -0.134280 * -0.974080 * -392.4757 *       750 * 177.20512 * 0.1342808 * 82.282962 * 259.41488 *
*     5942 *      5942 *      2112 * 0.0006475 * -0.302699 * -0.922469 * 0.2396296 * -581.8710 *       750 * 300.07164 * 0.9224699 * 22.710114 * 141.63335 *
*     5943 *      5943 *      2112 * 0.0038574 * -0.312266 * -0.880188 * 0.3574306 * 715.97037 *       750 * 316.47263 * 0.8801889 * 28.334829 * 131.14187 *
*     5944 *      5944 *      2112 * 5.8699918 * 0.6381015 * -0.765724 * 0.0805743 * 74.522616 *       750 * -262.0895 * 0.7657246 * 40.028500 * 7.1967676 *
*     5945 *      5945 *      2112 * 0.0068358 * 0.4328067 * -0.202831 * -0.878372 * -487.6784 *       750 * -71.66684 * 0.2028319 * 78.297389 * 296.23118 *
*     5946 *      5946 *      2112 * 0.0042113 * -0.446156 * -0.753633 * 0.4826818 * -342.9119 *       750 * -656.7140 * 0.7536332 * 41.093914 * 132.74804 *
*     5947 *      5947 *      2112 * 0.1789299 * 0.0030987 * -0.999719 * -0.023487 * -263.1920 *       750 * 646.82014 * 0.9997193 * 1.3575416 * 277.51551 *
*     5948 *      5948 *      2112 * 0.0013067 * 0.2629258 * -0.956861 * 0.1236402 * -112.3643 *       750 * 271.75275 * 0.9568610 * 16.890642 *  25.18515 *
*     5949 *      5949 *      2112 * 0.0139092 * -0.999199 * 0.0355352 * 0.0183613 * 132.55224 *       750 * 234.06616 * -0.035535 * 92.036449 * 178.94724 *
*     5950 *      5950 *      2112 * 0.0001226 * 0.3056563 * -0.794523 * -0.524696 * 564.47391 *       750 * 550.42995 * 0.7945236 * 37.389717 * 300.22248 *
*     5951 *      5951 *      2112 * 0.0002044 * 0.5346250 * -0.691297 * -0.486090 * -271.4325 *       750 * -400.6070 * 0.6912976 * 46.267080 * 317.72236 *
*     5952 *      5952 *      2112 * 0.0003239 * 0.0986315 * -0.958808 * 0.2663791 * 464.53938 *       750 * -469.6381 * 0.9588086 * 16.502241 * 69.682036 *
*     5953 *      5953 *      2112 * 2.9900279 * -0.358797 * -0.932359 * 0.0443722 * 595.29564 *       750 * 484.41457 * 0.9323599 * 21.194264 * 172.95007 *
*     5954 *      5954 *      2112 * 3.3638368 * -0.042061 * -0.356231 * 0.9334504 * 212.01579 *       750 * 258.50302 * 0.3562317 * 69.131043 * 92.580026 *
*     5955 *      5955 *      2112 * 0.2015062 * 0.1648329 * -0.954738 * -0.247597 * 445.12828 *       750 * 111.75336 * 0.9547384 * 17.304298 * 303.65288 *
*     5956 *      5956 *      2112 * 0.0666909 * 0.5452154 * -0.117952 * 0.8299562 * -39.49252 *       750 * -132.2615 * 0.1179520 * 83.226077 * 56.698259 *
*     5957 *      5957 *      2112 * 313.04579 * 0.5204398 * -0.662125 * -0.539196 * 441.07371 *       750 * 482.18959 * 0.6621251 * 48.537851 * 313.98591 *
*     5958 *      5958 *      2112 * 0.0003105 * 0.9830165 * -0.116565 * 0.1417421 * 124.00059 *       750 * -474.4329 * 0.1165659 * 83.306045 * 8.2049867 *
*     5959 *      5959 *      2112 * 0.0029405 * 0.7713415 * -0.633337 * -0.062573 * 555.99931 *       750 * -678.1052 * 0.6333378 * 50.703187 * 355.36214 *
*     5960 *      5960 *      2112 * 0.0016137 * 0.5842122 * -0.759010 * -0.287399 * -600.6351 *       750 * 592.66898 * 0.7590109 * 40.622921 * 333.80541 *
*     5961 *      5961 *      2112 * 0.0014123 * 0.7078508 * -0.674200 * -0.210715 * -627.8215 *       750 * -270.5333 * 0.6742005 * 47.607899 * 343.42263 *
*     5962 *      5962 *      2112 * 0.0003918 * -0.115197 * -0.990965 * 0.0686867 * -313.0437 *       750 * -273.8025 * 0.9909650 * 7.7077539 * 149.19432 *
*     5963 *      5963 *      2112 * 9.9830429 * -0.172398 * -0.657956 * 0.7330567 * 102.78193 *       750 * 140.19887 * 0.6579562 * 48.855807 * 103.23421 *
*     5964 *      5964 *      2112 * 0.0435218 * 0.5583989 * -0.734258 * -0.386076 * 290.02446 *       750 * 731.63339 * 0.7342585 * 42.755399 * 325.34006 *
*     5965 *      5965 *      2112 * 0.0002928 * 0.5971842 * -0.793195 * -0.119211 * 165.78402 *       750 * 374.01505 * 0.7931958 * 37.514823 * 348.71087 *
*     5966 *      5966 *      2112 * 0.0001100 * 0.7476653 * -0.601072 * -0.282327 * 599.75657 *       750 * -735.1228 * 0.6010721 * 53.053274 * 339.31286 *
*     5967 *      5967 *      2112 * 0.0226814 * 0.5785761 * -0.046458 * -0.814304 * -369.4636 *       750 * 289.78667 * 0.0464583 * 87.337174 * 305.39440 *
*     5968 *      5968 *      2112 * 0.0001430 * 0.1706719 * -0.656337 * -0.734909 * 711.74019 *       750 * 98.547015 * 0.6563371 * 48.978883 * 283.07433 *
*     5969 *      5969 *      2112 * 0.0388384 * -0.551104 * -0.643173 * -0.531612 * -71.01228 *       750 * 685.69754 * 0.6431730 * 49.971164 * 223.96864 *
*     5970 *      5970 *      2112 * 0.0008075 * -0.511161 * -0.852925 * -0.105979 * 647.23386 *       750 * -157.6509 * 0.8529256 * 31.468676 * 191.71319 *
*     5971 *      5971 *      2112 * 0.0009461 * -0.051621 * -0.998068 * 0.0345701 * -665.8887 *       750 * 238.28602 * 0.9980682 * 3.5619442 * 146.19015 *
*     5972 *      5972 *      2112 * 0.0018760 * 0.2133547 * -0.976590 * -0.027408 * -508.1413 *       750 * -373.0796 * 0.9765902 * 12.421861 * 352.67975 *
*     5973 *      5973 *      2112 * 0.0097048 * -0.813778 * -0.551130 * 0.1844429 * 250.18828 *       750 * 442.87466 * 0.5511306 * 56.555384 * 167.22966 *
*     5974 *      5974 *      2112 * 0.0002123 * -0.712557 * -0.648778 * -0.267110 * -19.05599 *       750 * 165.92239 * 0.6487788 * 49.550402 * 200.54911 *
*     5975 *      5975 *      2112 * 0.0117555 * -0.952137 * 0.1259141 * -0.278531 * 233.70628 *       750 * -112.5603 * -0.125914 * 97.233551 * 196.30595 *
*     5976 *      5976 *      2112 * 4.4709087 * 0.4674844 * -0.680706 * -0.564000 * -118.6146 *       750 * 125.64055 * 0.6807064 * 47.101131 * 309.65437 *
*     5977 *      5977 *      2112 * 0.0001605 * -0.839250 * -0.281605 * -0.465141 * -485.0885 *       750 * -245.6837 * 0.2816051 * 73.643971 * 208.99672 *
*     5978 *      5978 *      2112 * 0.0619407 * 0.1173570 * -0.826568 * -0.550464 * 292.39005 *       750 * 726.91689 * 0.8265688 * 34.252128 * 282.03507 *
*     5979 *      5979 *      2112 * 0.7377457 * 0.7374807 * 0.3057069 * -0.602217 * -463.7946 *       750 * -127.3670 * -0.305706 * 107.80070 * 320.76537 *
*     5980 *      5980 *      2112 * 0.0001225 * -0.537372 * -0.808654 * 0.2393922 * -131.6112 *       750 * -497.5913 * 0.8086543 * 36.035334 * 155.98768 *
*     5981 *      5981 *      2112 * 45.194710 * -0.773496 * -0.503480 * -0.384981 * -72.85311 *       750 * 85.357027 * 0.5034805 * 59.769459 * 206.46027 *
*     5982 *      5982 *      2112 * 0.0002775 * -0.521113 * -0.771151 * 0.3657388 * 741.10916 *       750 * 285.41228 * 0.7711519 * 39.542553 * 144.93726 *
*     5983 *      5983 *      2112 * 0.0057801 * 0.0614477 * 0.2972932 * -0.952806 * -457.9382 *       750 * -72.79576 * -0.297293 * 107.29510 * 273.68996 *
*     5984 *      5984 *      2112 * 0.0005838 * -0.396914 * -0.876634 * -0.271974 * -543.1729 *       750 * -674.9488 * 0.8766347 * 28.760952 * 214.41981 *
*     5985 *      5985 *      2112 * 0.0042748 * 0.0808967 * -0.727731 * -0.681075 * -733.3258 *       750 * -632.5865 * 0.7277310 * 43.303488 * 276.77373 *
*     5986 *      5986 *      2112 * 0.0001539 * -0.241689 * -0.626788 * 0.7407579 * 112.17062 *       750 * -497.5647 * 0.6267884 * 51.186424 * 108.07013 *
*     5987 *      5987 *      2112 * 0.0024110 * -0.139076 * -0.990196 * 0.0129698 * 223.09067 *       750 * 593.15683 * 0.9901966 * 8.0293403 * 174.67218 *
*     5988 *      5988 *      2112 * 2.9535058 * 0.0055610 * -0.999981 * -0.002481 * 551.48586 *       750 * -10.87440 * 0.9999814 * 0.3489009 * 335.95588 *
*     5989 *      5989 *      2112 * 0.0025731 * -0.098364 * -0.871442 * 0.4805326 * -361.4356 *       750 * -634.8312 * 0.8714428 * 29.373253 * 101.56860 *
*     5990 *      5990 *      2112 * 0.0066908 * 0.0461305 * -0.374990 * -0.925880 * -520.2513 *       750 * 169.88361 * 0.3749900 * 67.976301 * 272.85231 *
*     5991 *      5991 *      2112 * 0.0020231 * 0.0648653 * -0.997893 * -0.001385 * 55.135593 *       750 * -291.4774 * 0.9978930 * 3.7199690 * 358.77663 *
*     5992 *      5992 *      2112 * 0.0004852 * -0.091346 * -0.969010 * -0.229508 * -166.9692 *       750 * 415.31919 * 0.9690106 * 14.301183 * 248.29693 *
*     5993 *      5993 *      2112 * 0.0005993 * -0.251299 * 0.5111896 * 0.8219085 * -677.4457 *       750 * 686.06305 * -0.511189 * 120.74310 * 107.00107 *
*     5994 *      5994 *      2112 * 0.4135319 * -0.026951 * -0.999206 * -0.029332 * -7.943542 *       750 * 554.55825 * 0.9992063 * 2.2829398 * 227.42274 *
*     5995 *      5995 *      2112 * 0.0002540 * -0.264995 * -0.960230 * -0.087948 * -481.4601 *       750 * 15.234832 * 0.9602303 * 16.213010 * 198.36028 *
*     5996 *      5996 *      2112 * 0.0002100 * 0.1705250 * -0.984375 * 0.0438937 * 89.446111 *       750 * -676.0126 * 0.9843752 * 10.141724 * 14.434775 *
*     5997 *      5997 *      2112 * 0.3386847 * 0.7364511 * -0.482180 * -0.474490 * 142.14323 *       750 * -557.7275 * 0.4821809 * 61.172056 * 327.20659 *
*     5998 *      5998 *      2112 * 0.0054988 * -0.134634 * -0.754726 * -0.642076 * 219.61176 *       750 * -247.9385 * 0.7547262 * 40.998546 * 258.15745 *
*     5999 *      5999 *      2112 * 0.0018418 * -0.074867 * -0.600219 * 0.7963240 * 314.36468 *       750 * 156.43010 * 0.6002190 * 53.114410 * 95.370922 *
*     6000 *      6000 *      2112 * 0.0021388 * -0.984527 * -0.168564 * -0.047862 * -596.0112 *       750 * 478.83300 * 0.1685645 * 80.295633 * 182.78321 *
*     6001 *      6001 *      2112 * 0.0005041 * 0.5710935 * -0.779867 * -0.256239 * 505.59033 *       750 * 249.94443 * 0.7798677 * 38.751533 * 335.83510 *
*     6002 *      6002 *      2112 * 0.0001611 * 0.5460504 * -0.071621 * -0.834685 * 630.62329 *       750 * -365.4750 * 0.0716218 * 85.892853 * 303.19268 *
*     6003 *      6003 *      2112 * 0.0003088 * 0.0834509 * -0.224963 * 0.9707869 * -95.42151 *       750 * 715.63875 * 0.2249637 * 76.999254 * 85.086806 *
*     6004 *      6004 *      2112 * 0.0001290 * -0.657028 * -0.339638 * 0.6730221 * -18.35757 *       750 * 295.75607 * 0.3396388 * 70.145128 * 134.31106 *
*     6005 *      6005 *      2112 * 0.0462073 * 0.6113359 * 0.1810002 * -0.770394 * -697.0431 *       750 * 108.15234 * -0.181000 * 100.42802 * 308.43328 *
*     6006 *      6006 *      2112 * 0.0001862 * 0.6057352 * -0.073715 * -0.792244 * 165.10521 *       750 * -547.7165 * 0.0737153 * 85.772589 * 307.40086 *
*     6007 *      6007 *      2112 * 0.0001303 * -0.394215 * -0.880271 * -0.264039 * -210.5769 *       750 * 351.12440 * 0.8802713 * 28.324882 * 213.81356 *
*     6008 *      6008 *      2112 * 0.1738352 * 0.6183366 * 0.1425968 * -0.772868 * -190.3471 *       750 * -631.3079 * -0.142596 * 98.198144 * 308.66169 *
*     6009 *      6009 *      2112 * 0.0071725 * -0.028179 * -0.983894 * -0.176513 * 364.24268 *       750 * 343.48826 * 0.9838948 * 10.296867 * 260.92962 *
*     6010 *      6010 *      2112 * 0.0011286 * 0.8446527 * -0.497388 * -0.197904 * 237.84194 *       750 * -519.3512 * 0.4973887 * 60.172607 * 346.81332 *
*     6011 *      6011 *      2112 * 0.0001157 * -0.690376 * -0.709074 * 0.1435055 * -155.3865 *       750 * 361.48690 * 0.7090740 * 44.840371 * 168.25739 *
*     6012 *      6012 *      2112 * 675.89257 * -0.048863 * -0.654601 * -0.754393 * 336.43884 *       750 * -533.2936 * 0.6546012 * 49.110576 * 266.29404 *
*     6013 *      6013 *      2112 * 0.0069602 * -0.422529 * -0.867008 * -0.264130 * -155.8763 *       750 * -618.7820 * 0.8670086 * 29.887136 * 212.01024 *
*     6014 *      6014 *      2112 * 0.0065523 * -0.034823 * -0.083048 * 0.9959369 * -646.7835 *       750 * -53.06227 * 0.0830482 * 85.236199 * 92.002561 *
*     6015 *      6015 *      2112 * 228.89350 * -0.024544 * -0.739563 * 0.6726393 * -377.0478 *       750 * 18.350008 * 0.7395633 * 42.305769 * 92.089767 *
*     6016 *      6016 *      2112 * 0.0003694 * -0.838707 * -0.491808 * 0.2338660 * 550.45835 *       750 * 359.03710 * 0.4918086 * 60.540472 * 164.41935 *
*     6017 *      6017 *      2112 * 0.0011208 * -0.496920 * -0.836292 * -0.231700 * -432.5970 *       750 * -389.6667 * 0.8362924 * 33.249341 * 204.99832 *
*     6018 *      6018 *      2112 * 0.0018036 * 0.8759597 * -0.466747 * -0.121823 * -527.6207 *       750 * 460.07412 * 0.4667478 * 62.176603 * 352.08241 *
*     6019 *      6019 *      2112 * 0.0001318 * -0.431415 * -0.809114 * -0.399016 * -85.45984 *       750 * -554.0924 * 0.8091147 * 35.990468 * 222.76573 *
*     6020 *      6020 *      2112 * 0.0068833 * -0.005341 * -0.999937 * 0.0098138 * -12.84458 *       750 * 509.35012 * 0.9999375 * 0.6402018 * 118.55949 *
*     6021 *      6021 *      2112 * 0.0044521 * 0.7346352 * 0.0150318 * 0.6782956 * 204.67492 *       750 * 181.72433 * -0.015031 * 90.861296 * 42.716582 *
*     6022 *      6022 *      2112 * 0.0017670 * -0.351925 * -0.306405 * 0.8844568 * -418.5031 *       750 * 560.96700 * 0.3064058 * 72.157235 * 111.69760 *
*     6023 *      6023 *      2112 * 0.0186997 * 0.3534415 * -0.903400 * -0.242788 * -417.9224 *       750 * 50.846569 * 0.9034007 * 25.391261 * 325.51379 *
*     6024 *      6024 *      2112 * 0.0001699 * 0.6013006 * -0.784544 * 0.1514155 * -368.9334 *       750 * -627.3962 * 0.7845449 * 38.321385 * 14.133990 *
*     6025 *      6025 *      2112 * 0.0064132 * -0.535159 * -0.619295 * 0.5745236 * -352.1521 *       750 * 49.346107 * 0.6192951 * 51.735317 *  132.9684 *
*     6026 *      6026 *      2112 * 0.0001528 * 0.1501837 * 0.2523755 * -0.955903 * -715.8411 *       750 * 246.87196 * -0.252375 * 104.61813 * 278.92885 *
*     6027 *      6027 *      2112 * 0.0004081 * -0.644933 * 0.4161546 * 0.6409957 * -63.43467 *       750 * -554.2984 * -0.416154 * 114.59205 * 135.17546 *
*     6028 *      6028 *      2112 * 36.955301 * -0.186638 * -0.707881 * -0.681226 * -499.9183 *       750 * -635.9773 * 0.7078812 * 44.937211 * 254.67838 *
*     6029 *      6029 *      2112 * 0.0026031 * 0.0639310 * -0.764783 * -0.641108 * 195.01585 *       750 * -715.8837 * 0.7647830 * 40.112307 * 275.69468 *
*     6030 *      6030 *      2112 * 0.0750528 * 0.7508837 * -0.097512 * -0.653195 * -588.8269 *       750 * -719.3948 * 0.0975125 * 84.404051 * 318.97989 *
*     6031 *      6031 *      2112 * 0.0355297 * 0.0709400 * -0.989008 * 0.1297301 * -610.5356 *       750 * -495.3586 * 0.9890083 * 8.5028944 * 61.328915 *
*     6032 *      6032 *      2112 * 0.0023431 * 0.7938756 * -0.471767 * 0.3836628 * 627.97456 *       750 * -448.6648 * 0.4717671 * 61.850934 * 25.793468 *
*     6033 *      6033 *      2112 * 0.0005154 * 0.1095084 * -0.957196 * 0.2679247 * 220.72956 *       750 * -545.2383 * 0.9571960 * 16.824459 * 67.768771 *
*     6034 *      6034 *      2112 * 0.0174668 * 0.4668137 * -0.869485 * -0.161493 * 340.27821 *       750 * -132.3635 * 0.8694854 * 29.601101 * 340.91706 *
*     6035 *      6035 *      2112 * 0.0062192 * -0.335210 * -0.855982 * -0.393609 * 667.99074 *       750 * 252.98712 * 0.8559822 * 31.131579 * 229.58127 *
*     6036 *      6036 *      2112 * 0.0001084 * 0.6181954 * -0.748407 * -0.240250 * -667.9235 *       750 * -14.43477 * 0.7484077 * 41.547359 * 338.76230 *
*     6037 *      6037 *      2112 * 0.0041891 * 0.5713217 * -0.772139 * 0.2781930 * -515.2338 *       750 * -749.8925 * 0.7721399 * 39.453552 * 25.962788 *
*     6038 *      6038 *      2112 * 0.0076781 * -0.604674 * -0.703487 * -0.373463 * -184.7874 *       750 * 361.34869 * 0.7034872 * 45.292542 * 211.70064 *
*     6039 *      6039 *      2112 * 0.0003411 * -0.051691 * -0.998643 * 0.0062279 * -404.2218 *       750 * -449.8946 * 0.9986436 * 2.9844732 * 173.12994 *
*     6040 *      6040 *      2112 * 0.0004063 * -0.031573 * -0.999497 * -0.002633 * -663.6142 *       750 * 383.93330 * 0.9994979 * 1.8156388 * 184.76738 *
*     6041 *      6041 *      2112 * 0.0056022 * 0.9457624 * 0.2336706 * 0.2256797 * -175.1574 *       750 * 153.62945 * -0.233670 * 103.51327 * 13.421056 *
*     6042 *      6042 *      2112 * 0.0008700 * 0.2941511 * -0.926812 * 0.2334403 * 316.05443 *       750 * 486.50868 * 0.9268121 * 22.056786 * 38.435754 *
*     6043 *      6043 *      2112 * 0.0028777 * 0.1778091 * -0.971502 * 0.1567364 * 52.557118 *       750 * -83.79989 * 0.9715027 * 13.711210 * 41.395757 *
*     6044 *      6044 *      2112 * 83.306996 * 0.3652642 * -0.699310 * -0.614448 * -349.1704 *       750 * -746.6714 * 0.6993103 * 45.628304 * 300.72973 *
*     6045 *      6045 *      2112 * 0.0010046 * 0.8677368 * -0.053225 * 0.4941656 * 361.46641 *       750 * 468.22190 * 0.0532258 * 86.948940 * 29.660989 *
*     6046 *      6046 *      2112 * 0.0059536 * -0.032858 * -0.365395 * -0.930272 * -681.6255 *       750 * 580.95499 * 0.3653955 * 68.568073 * 267.97705 *
*     6047 *      6047 *      2112 * 0.0042943 * 0.8557607 * -0.217568 * 0.4694014 * -203.0759 *       750 * 320.14133 * 0.2175681 * 77.433763 * 28.745627 *
*     6048 *      6048 *      2112 * 0.0981234 * 0.2555635 * -0.066705 * 0.9644882 * 707.88766 *       750 * 430.03753 * 0.0667050 * 86.175240 * 75.159205 *
*     6049 *      6049 *      2112 * 0.1194191 * 0.7900364 * 0.4126754 * 0.4533667 * -344.1526 *       750 * -38.51044 * -0.412675 * 114.37301 * 29.849594 *
*     6050 *      6050 *      2112 * 0.0497004 * 0.4228902 * -0.702327 * -0.572625 * -651.9295 *       750 * 76.047815 * 0.7023277 * 45.385938 * 306.44629 *
*     6051 *      6051 *      2112 * 0.0014072 * -0.564123 * 0.0690506 * 0.8227979 * 529.98668 *       750 * -220.8363 * -0.069050 * 93.959459 * 124.43517 *
*     6052 *      6052 *      2112 * 0.8974978 * -0.596327 * -0.800735 * 0.0567101 * -621.3719 *       750 * -585.3719 * 0.8007358 * 36.799572 * 174.56755 *
*     6053 *      6053 *      2112 * 0.0804316 * 0.0276339 * -0.998728 * -0.042173 * -396.6359 *       750 * -723.6598 * 0.9987280 * 2.8901010 * 303.23471 *
*     6054 *      6054 *      2112 * 0.0046892 * 0.1045716 * -0.991766 * 0.0739171 * -521.3685 *       750 * 385.50045 * 0.9917666 * 7.3574153 * 35.254819 *
*     6055 *      6055 *      2112 * 0.0006936 * 0.4525857 * -0.675591 * 0.5820154 * -117.1096 *       750 * 419.73249 * 0.6755916 * 47.499887 * 52.130718 *
*     6056 *      6056 *      2112 * 0.0057962 * -0.736836 * 0.4173344 * -0.531886 * 129.70122 *       750 * 92.726666 * -0.417334 * 114.66641 * 215.82368 *
*     6057 *      6057 *      2112 * 0.0544962 * -0.508937 * -0.860342 * 0.0281854 * -179.0790 *       750 * 222.83665 * 0.8603421 * 30.644984 * 176.83014 *
*     6058 *      6058 *      2112 * 67.537437 * 0.0223872 * -0.999665 * -0.012968 * -394.1405 *       750 * -173.7299 * 0.9996652 *  1.482528 * 329.91769 *
*     6059 *      6059 *      2112 * 0.0022818 * 0.2557558 * -0.480171 * -0.839061 * 457.23072 *       750 *  686.2573 * 0.4801715 * 61.303393 * 286.95183 *
*     6060 *      6060 *      2112 * 0.0050418 * -0.481758 * -0.117005 * -0.868457 * 584.27353 *       750 * 699.36064 * 0.1170050 * 83.280712 * 240.98159 *
*     6061 *      6061 *      2112 * 0.0002038 * 0.5304298 * 0.5986832 * 0.6001854 * -414.7094 *       750 * 201.76929 * -0.598683 * 126.77565 * 48.530504 *
*     6062 *      6062 *      2112 * 0.0035617 * 0.3973538 * -0.897090 * 0.1932340 * -23.94234 *       750 * -390.9378 * 0.8970900 * 26.221837 * 25.933758 *
*     6063 *      6063 *      2112 * 0.2553205 * 0.0155830 * -0.170802 * -0.985182 * 597.59845 *       750 * -92.95891 * 0.1708020 * 80.165544 * 270.90619 *
*     6064 *      6064 *      2112 * 0.0813289 * 0.2557138 * -0.768001 *  0.587183 * 224.47186 *       750 * -720.9906 * 0.7680016 * 39.825221 * 66.467234 *
*     6065 *      6065 *      2112 * 0.0001005 * 0.0749800 * -0.938124 * 0.3380830 * -716.9947 *       750 * 479.56479 * 0.9381246 * 20.261038 * 77.495334 *
*     6066 *      6066 *      2112 * 0.0161730 * -0.335399 * 0.4396795 * 0.8331802 * -737.2582 *       750 * 578.69153 * -0.439679 * 116.08343 * 111.92738 *
*     6067 *      6067 *      2112 * 0.1038998 * -0.223637 * -0.960107 * 0.1678702 * -212.7854 *       750 * -139.1990 * 0.9601071 * 16.238271 * 143.10685 *
*     6068 *      6068 *      2112 * 3.4429188 * 0.7731118 * -0.328983 * -0.542280 * 718.06820 *       750 * -215.6793 * 0.3289833 * 70.792920 * 324.95320 *
*     6069 *      6069 *      2112 * 0.0311621 * -0.565960 * -0.195724 * -0.800862 * 713.45691 *       750 * 379.63821 * 0.1957240 * 78.712976 * 234.75154 *
*     6070 *      6070 *      2112 * 0.0002527 * -0.091423 * -0.375693 * 0.9222235 * 699.13498 *       750 * 635.59301 * 0.3756931 * 67.932837 * 95.661462 *
*     6071 *      6071 *      2112 * 0.0032463 * 0.4546812 * -0.890306 * 0.0249007 * -29.62488 *       750 * 407.44498 * 0.8903060 * 27.088266 * 3.1346898 *
*     6072 *      6072 *      2112 * 0.0003196 * -0.643347 * -0.555791 * -0.526498 * -132.9990 *       750 * 5.6313894 * 0.5557911 * 56.234777 * 219.29598 *
*     6073 *      6073 *      2112 * 0.0121221 * -0.460147 * -0.873354 * 0.1597393 * 469.61374 *       750 * -192.4227 * 0.8733541 * 29.149220 * 160.85565 *
*     6074 *      6074 *      2112 * 0.0001442 * 0.3217303 * -0.443997 * -0.836274 * -396.1231 *       750 * 642.67320 * 0.4439976 * 63.640775 * 291.04265 *
*     6075 *      6075 *      2112 * 0.0003889 * -0.538973 * -0.822007 * -0.183879 * 717.75483 *       750 * 88.102736 * 0.8220073 * 34.713750 * 198.83787 *
*     6076 *      6076 *      2112 * 0.0001107 * 0.0115029 * -0.983666 * -0.179631 * -748.9502 *       750 * -700.7193 * 0.9836667 * 10.369728 * 273.66402 *
*     6077 *      6077 *      2112 * 0.0075915 * -0.337475 * -0.045376 * -0.940239 * 734.63924 *       750 * 434.04250 * 0.0453768 * 87.399207 * 250.25566 *
*     6078 *      6078 *      2112 * 0.0188800 * 0.0772631 * -0.931786 * 0.3546884 * -593.7565 *       750 * 729.94019 * 0.9317867 * 21.284930 * 77.711018 *
*     6079 *      6079 *      2112 * 0.0002795 * 0.4301492 * -0.766714 * -0.476571 * -589.7510 *       750 * -474.2619 * 0.7667148 * 39.940204 * 312.06915 *
*     6080 *      6080 *      2112 * 0.0001945 * 0.1484402 * -0.679322 * -0.718670 * 413.60596 *       750 * 695.43224 * 0.6793223 * 47.209287 * 281.67024 *
*     6081 *      6081 *      2112 * 0.0004218 * 0.0169000 * -0.999519 * -0.025964 * -187.4328 *       750 * 420.93047 * 0.9995199 * 1.7753222 * 303.05951 *
*     6082 *      6082 *      2112 * 0.0003098 * -0.510588 * -0.735595 * -0.445194 * 61.257233 *       750 * 373.79951 * 0.7355959 * 42.642405 * 221.08598 *
*     6083 *      6083 *      2112 * 64.149816 * -0.482752 * -0.193065 * 0.8542104 * -716.8598 *       750 * 110.67980 * 0.1930654 * 78.868268 * 119.47274 *
*     6084 *      6084 *      2112 * 0.0207684 * 0.5701874 * -0.657130 * -0.493016 * 719.61166 *       750 * -706.4697 * 0.6571309 * 48.918568 * 319.15145 *
*     6085 *      6085 *      2112 * 0.0293877 * -0.012250 * -0.995967 * -0.088870 * -397.6507 *       750 * 118.51997 * 0.9959678 * 5.1469882 * 262.15123 *
*     6086 *      6086 *      2112 * 0.0009436 * 0.0715686 * -0.996494 * -0.043320 * -722.8004 *       750 * -527.6068 * 0.9964945 * 4.7988720 * 328.81377 *
*     6087 *      6087 *      2112 * 0.0001624 * -0.847020 * -0.271033 * -0.457271 * 74.773363 *       750 * -31.29392 * 0.2710338 * 74.274203 * 208.36279 *
*     6088 *      6088 *      2112 * 0.0047075 * -0.309825 * -0.817064 * -0.486224 * -322.7030 *       750 * -343.2340 * 0.8170646 * 35.207979 * 237.49445 *
*     6089 *      6089 *      2112 * 1.0382316 * -0.126804 * -0.044063 * 0.9909484 * 717.73085 *       750 * -488.4571 * 0.0440638 * 87.474509 * 97.292112 *
*     6090 *      6090 *      2112 * 753.52643 * 0.5057252 * -0.737650 * -0.447341 * 560.95576 *       750 * 633.39096 * 0.7376502 * 42.468366 * 318.50551 *
*     6091 *      6091 *      2112 * 0.0002882 * 0.0401827 * -0.933102 * 0.3573574 * 255.28959 *       750 * 214.95208 * 0.9331028 * 21.076219 * 83.584376 *
*     6092 *      6092 *      2112 * 0.0001525 * 0.4555764 * -0.876405 * 0.1560903 * 582.88068 *       750 * -286.7549 * 0.8764051 * 28.788292 * 18.912570 *
