*    Row   *   EventNo * Antineutr * Positron_ * Neutron_K *  Vertex_X *  Vertex_Y *  Vertex_Z * Annihilat * Annihilat * Annihilat * Annihilat *
*     5369 *      5369 * 4.7527784 * 2.9244266 * 0.0223518 * -349.0082 * -227.5442 * -153.8213 * -357.3489 * -234.9180 * -162.8505 * 0.0579045 *
*     5370 *      5370 * 6.6667702 * 4.8004782 * 0.0602919 * -409.3935 * 152.08976 * 54.884000 * -389.6320 * 151.16003 * 43.881382 * 0.0944756 *
*     5371 *      5371 * 3.4002817 * 1.5830931 * 0.0111885 * -407.5021 * 73.373774 * -274.5668 * -402.1861 * 76.457418 * -277.7310 * 0.0307285 *
*     5372 *      5372 * 4.2225623 * 2.4064683 * 0.0100940 * 365.40688 * 478.86080 * -245.2278 * 356.91020 * 477.91111 * -239.8694 * 0.0510014 *
*     5373 *      5373 * 3.1278803 * 1.3133321 * 0.0085482 * 110.46062 * -278.6862 * -46.35776 * 113.80906 * -275.7704 * -46.89699 * 0.0195581 *
*     5374 *      5374 * 6.7531866 * 4.8935091 * 0.0536774 * 77.864905 * 447.04828 * -271.2620 * 85.406464 * 454.64722 * -292.8353 * 0.0962619 *
*     5375 *      5375 * 3.1821630 * 1.3687159 * 0.0074470 * 234.96230 * -285.8626 * -218.0284 * 229.80245 * -285.5312 * -216.4973 * 0.0251736 *
*     5376 *      5376 * 3.2838854 * 1.4768622 * 0.0010231 * 362.96718 * -218.2254 * 293.77120 * 362.88821 * -219.0122 * 300.41770 * 0.0278309 *
*     5377 *      5377 * 3.4231383 * 1.6027894 * 0.0143488 * 361.36250 *   429.819 * 241.82701 * 357.39244 * 429.53273 * 237.68731 * 0.0271933 *
*     5378 *      5378 * 5.1603579 * 3.3362027 * 0.0181552 * 65.475333 * -81.95561 * 144.39241 * 80.899953 * -80.13392 * 141.08512 * 0.0666248 *
*     5379 *      5379 * 3.9504356 * 2.1287834 * 0.0156522 * 487.18909 * 67.420216 * 74.520273 * 490.59281 * 76.321965 * 73.656646 * 0.0414311 *
*     5380 *      5380 * 5.6590505 * 3.8312485 * 0.0218020 * 205.19266 * -431.5739 * 457.36358 * 216.72885 * -421.2335 * 465.43763 * 0.0697746 *
*     5381 *      5381 * 2.9599915 * 1.1447780 * 0.0092134 * -244.4244 * -78.60019 * 1.3830674 * -244.8907 * -75.85233 * 0.2442054 * 0.0173818 *
*     5382 *      5382 * 3.5469122 * 1.7275699 * 0.0133422 * -129.7755 * -489.2079 * 17.967224 * -128.6302 * -484.7085 * 22.633700 * 0.0332256 *
*     5383 *      5383 * 3.5730262 * 1.7565359 * 0.0104902 * -133.9002 * 382.82887 * -17.25755 * -133.7779 * 375.63369 * -15.94646 * 0.0329121 *
*     5384 *      5384 * 6.2241022 * 4.3934347 * 0.0246675 * -353.2652 * 379.76739 * 40.984871 * -347.2409 * 398.54526 * 44.322077 * 0.0747707 *
*     5385 *      5385 * 5.1487326 * 3.3257553 * 0.0169772 * 319.67645 * -373.5768 * -142.9514 * 307.50325 * -369.1213 * -145.3508 * 0.0663031 *
*     5386 *      5386 * 3.5542240 * 1.7397732 * 0.0084507 * 263.72068 * -269.4592 * 31.577576 * 264.92707 * -272.7194 * 27.321315 * 0.0343235 *
*     5387 *      5387 * 2.3416768 * 0.5303318 * 0.0053449 * -80.13012 * 280.08472 * -449.6994 * -79.27330 * 279.63752 * -450.9282 * 0.0098621 *
*     5388 *      5388 * 4.7994563 * 2.9678404 * 0.0256158 * 354.39935 * 20.772627 * 33.498015 * 351.97335 * 10.710352 * 31.883408 * 0.0553386 *
*     5389 *      5389 * 2.8326331 * 1.0215481 * 0.0050850 * -473.5692 * 254.38261 * -330.1830 * -475.0710 * 251.47201 * -332.1235 * 0.0188609 *
*     5390 *      5390 * 4.8956615 * 3.0688502 * 0.0208113 * 293.09837 * -494.3247 * 261.40605 * 282.06719 * -486.7172 * 267.36266 * 0.0619842 *
*     5391 *      5391 * 3.2862633 * 1.4668606 * 0.0134027 * 118.05577 * -446.2514 * -419.8307 * 121.31512 * -443.8463 * -422.7647 * 0.0215732 *
*     5392 *      5392 * 3.2683569 * 1.4593235 * 0.0030333 * -399.4379 * 190.80944 * 472.08033 * -394.5826 * 193.34356 * 475.28945 * 0.0287167 *
*     5393 *      5393 *  2.911959 * 1.1006328 * 0.0053261 * 41.163211 * -405.9999 * 350.05477 * 38.934499 * -410.3399 * 348.68741 * 0.0232854 *
*     5394 *      5394 * 6.3439868 * 4.4748187 * 0.0631681 * 335.75167 * -497.0593 * 300.10000 * 332.76808 * -491.2099 * 281.21608 * 0.0902631 *
*     5395 *      5395 * 2.6823586 * 0.8735999 * 0.0027586 * 467.58331 * -1.071537 * 451.19068 * 464.60321 * 0.0708828 * 452.49540 * 0.0183152 *
*     5396 *      5396 * 2.0443704 * 0.2357667 * 0.0026037 * 461.36886 * 412.60645 * -402.2910 * 461.16789 * 413.06159 * -402.4443 * 0.0034465 *
*     5397 *      5397 * 6.2739573 * 4.4315971 * 0.0363602 * -89.42086 * 65.214950 * 265.84635 * -75.27520 * 79.096414 * 256.80636 * 0.0974920 *
*     5398 *      5398 * 2.8011560 * 0.9895429 * 0.0056130 * 137.32327 * 388.38855 * 469.99308 * 134.96244 * 388.33742 * 472.49061 * 0.0208501 *
*     5399 *      5399 * 5.6890841 * 3.8707355 * 0.0123486 * -189.7994 * -265.6935 * 229.29721 * -201.4006 * -264.0138 * 236.08333 * 0.0553080 *
*     5400 *      5400 * 3.6472046 *  1.830746 * 0.0104586 * 496.72898 * 198.44783 * -379.5262 * 491.52715 * 191.36686 * -379.9149 * 0.0351354 *
*     5401 *      5401 * 3.6295231 * 1.8188010 * 0.0047220 * 169.56762 * -44.28304 * 51.343421 * 169.47108 * -46.26676 * 53.156691 * 0.0093210 *
*     5402 *      5402 * 3.6976185 * 1.8835409 * 0.0080776 * -497.3151 * -238.8328 * -310.4830 * -498.9303 * -244.8972 * -314.0235 * 0.0309540 *
*     5403 *      5403 * 6.5761530 * 4.7364922 * 0.0336607 * -207.3643 * -338.1364 * 201.03473 * -228.8030 * -335.9150 * 195.87916 * 0.0890976 *
*     5404 *      5404 * 3.8712348 * 2.0480582 * 0.0171766 * 286.76731 * -224.1208 * 267.46512 * 289.61081 * -227.4007 * 261.52206 * 0.0392671 *
*     5405 *      5405 * 3.0724316 * 1.2570001 * 0.0094315 * -199.5995 * -21.25305 * -116.7612 * -200.3683 * -17.84201 * -116.4190 * 0.0236124 *
*     5406 *      5406 * 3.8046011 * 1.9824072 * 0.0161939 * -0.110846 * -428.7651 * -297.0484 * 4.9937751 * -425.0672 * -304.4158 * 0.0394193 *
*     5407 *      5407 * 4.0879009 * 2.2648812 * 0.0170196 * -173.6463 * -184.0849 * 173.02720 * -169.9165 * -174.6034 * 171.35367 * 0.0412298 *
*     5408 *      5408 * 3.5562534 * 1.7481323 * 0.0021210 * 142.09073 * 368.45372 * -336.0279 * 138.31950 * 372.31386 * -330.1046 * 0.0381879 *
*     5409 *      5409 * 3.4277477 * 1.6143787 * 0.0073689 * -68.58815 * 495.33419 * -236.2478 * -74.88523 * 497.82074 * -236.3511 * 0.0332575 *
*     5410 *      5410 * 3.5247190 * 1.7156062 * 0.0031127 * -48.72670 * -351.6505 * -204.9149 * -49.95483 * -356.3769 * -200.5134 * 0.0343291 *
*     5411 *      5411 * 6.3762618 * 4.5211419 * 0.0491198 * -398.7179 * 227.17268 * -79.98044 * -406.8099 * 218.35657 * -94.34908 * 0.0868959 *
*     5412 *      5412 * 3.3009470 * 1.4831115 * 0.0118355 * 291.05637 * 136.98522 * -259.3169 * 289.91853 * 139.93902 * -264.7121 * 0.0304362 *
*     5413 *      5413 * 7.1625162 * 5.3118141 * 0.0447021 * 154.85971 * -200.2097 * -258.8781 * 141.21713 * -214.2648 * -258.9316 * 0.0763750 *
*     5414 *      5414 * 4.3046967 * 2.4814972 * 0.0171994 * 488.67854 * -122.7044 * -400.3881 * 480.21072 * -120.8788 * -395.7942 * 0.0441873 *
*     5415 *      5415 * 4.6884880 * 2.8602154 * 0.0222725 * 235.46252 * 369.66161 * -59.06353 * 241.16756 * 382.94369 * -58.96799 * 0.0584813 *
*     5416 *      5416 * 3.4725398 * 1.6558796 * 0.0106601 * -90.05770 * -209.6417 * -333.4408 * -94.26872 * -204.6261 * -329.9251 * 0.0344690 *
*     5417 *      5417 * 4.8589757 * 3.0180066 * 0.0349690 * 120.45895 * -70.73919 * 139.81523 * 112.91959 * -68.50559 * 127.09767 * 0.0617749 *
*     5418 *      5418 * 6.7786364 * 4.9340211 * 0.0386153 * -120.1835 * -182.1322 * -451.2577 * -112.4064 * -160.8437 * -444.7417 * 0.0965316 *
*     5419 *      5419 * 6.1410262 * 4.3065609 * 0.0284653 * -314.9286 * 201.21015 * -290.7639 * -312.8490 * 199.96736 * -289.8568 * 0.0089052 *
*     5420 *      5420 * 4.6708145 * 2.8366059 * 0.0282086 * -114.0374 * -235.1171 * -408.7517 * -119.0685 * -227.6376 * -417.4328 * 0.0579291 *
*     5421 *      5421 * 3.8407741 * 2.0249782 * 0.0097959 * 357.82483 * -491.6097 * -158.0944 * 366.59004 * -490.4068 * -156.8062 * 0.0364696 *
*     5422 *      5422 * 5.4160608 * 3.5814563 * 0.0286044 * -409.3930 * -37.47058 * -143.2551 * -407.8742 * -53.96200 * -142.4711 * 0.0792820 *
*     5423 *      5423 * 4.3255944 * 2.5183916 * 0.0012028 * 45.330222 * -1.225794 * -179.8513 * 49.021394 * -2.988662 * -169.9509 * 0.0547257 *
*     5424 *      5424 * 7.3204008 * 5.4582245 * 0.0561762 * -68.79786 * -459.6127 * -178.5681 * -43.26055 * -454.7382 * -191.5682 * 0.1156244 *
*     5425 *      5425 * 3.1351475 * 1.3203511 * 0.0087964 * -31.10151 * 292.47977 * -231.8595 * -30.27819 * 290.71872 * -235.5319 * 0.0232156 *
*     5426 *      5426 * 4.7512287 * 2.9337881 * 0.0114405 * 377.79713 * 362.37794 * 55.940785 * 385.47689 * 352.13270 * 59.221262 * 0.0546126 *
*     5427 *      5427 * 5.7979581 * 3.9549288 * 0.0370292 * -381.5326 * -319.9523 * 103.28803 * -390.6032 * -316.6451 * 94.733532 * 0.0550432 *
*     5428 *      5428 * 6.9913938 * 5.1764784 * 0.0089154 * -4.531083 * -214.5504 * 401.22184 * -11.03685 * -229.7579 * 420.71736 * 0.0980925 *
*     5429 *      5429 * 3.1301571 * 1.3155266 * 0.0086304 * -117.1981 * 39.441469 * 298.41093 * -118.6704 * 43.440203 * 297.51993 * 0.0240098 *
*     5430 *      5430 * 3.9725191 * 2.1555079 * 0.0110112 * -377.4659 * -218.3419 * 138.67284 * -369.9833 * -211.2981 * 138.90645 * 0.0451542 *
*     5431 *      5431 * 3.8197367 * 2.0090339 * 0.0047027 * 422.37229 * 170.42308 * -240.1606 * 418.89664 *  167.7345 * -239.9288 * 0.0396819 *
*     5432 *      5432 * 6.1058652 * 4.2870250 * 0.0128402 * 147.23650 * 170.46948 * -337.2472 * 138.43887 * 158.44081 * -334.4969 * 0.0772243 *
*     5433 *      5433 * 4.4906616 * 2.6584167 * 0.0262448 * 407.83367 * 446.71337 * -2.097943 * 399.44935 * 453.92313 * -0.962270 * 0.0428789 *
*     5434 *      5434 * 4.7854268 * 2.9460854 * 0.0333414 * -92.95435 * 32.693467 * -286.7105 * -86.60444 * 36.148388 * -296.4538 * 0.0472915 *
*     5435 *      5435 * 3.7820301 * 1.9737502 * 0.0022799 * 123.49449 * -497.2115 * -388.2910 * 120.58669 * -493.2907 * -381.6829 * 0.0415946 *
*     5436 *      5436 * 4.2582076 * 2.4404377 * 0.0117698 * 306.32243 * 339.85756 * 323.57969 * 305.80007 * 345.79631 * 328.46515 * 0.0416008 *
*     5437 *      5437 * 3.1973428 * 1.3880271 * 0.0033157 * 469.87002 * 488.10198 * 233.52807 * 472.20352 * 482.69614 * 232.75279 * 0.0306744 *
*     5438 *      5438 * 3.7523881 * 1.9400293 * 0.0063587 * -123.9810 * -54.88122 * 153.30871 * -127.5593 * -59.62727 * 151.35630 * 0.0327089 *
*     5439 *      5439 * 4.3527915 * 2.5226053 * 0.0241862 * -411.6167 * 88.632287 * -338.4051 * -410.2534 * 86.542466 * -342.3226 * 0.0414689 *
*     5440 *      5440 * 2.6756622 * 0.8624988 * 0.0071633 * 438.78428 * -153.7591 * -389.7376 * 437.29797 * -151.4331 * -392.4180 * 0.0176645 *
*     5441 *      5441 * 4.8005652 * 2.9859275 * 0.0086377 * 141.14639 * 168.81762 * -365.9490 * 140.82751 *   159.235 * -363.5572 * 0.0628300 *
*     5442 *      5442 * 4.0166429 * 2.2086178 * 0.0020250 * -67.56080 * -41.50281 * 462.36228 * -66.91374 * -44.89912 * 468.66186 * 0.0347089 *
*     5443 *      5443 * 3.7797999 * 1.9623110 * 0.0114888 * -193.6173 * -403.0353 * 465.72758 * -192.3445 * -410.0813 * 462.09121 * 0.0329152 *
*     5444 *      5444 * 5.5719088 * 3.7567276 * 0.0091812 * 32.554299 * -355.3391 * -387.8631 * 43.375962 * -361.5524 * -375.5379 * 0.0703907 *
*     5445 *      5445 * 2.7519488 * 0.9410249 * 0.0049238 * -240.3416 * 494.86562 * 220.66724 * -242.1465 * 497.98762 * 219.58153 * 0.0194419 *
*     5446 *      5446 * 3.7888882 * 1.9624699 * 0.0204182 * 95.990499 * -220.7990 * -54.12200 * 96.123916 * -215.0727 * -59.51049 * 0.0403897 *
*     5447 *      5447 * 6.0469044 * 4.1994549 * 0.0414495 * 286.12953 * -154.1407 * 382.52960 * 289.71671 * -173.1702 * 382.23135 * 0.0762491 *
*     5448 *      5448 * 3.1623566 * 1.3487101 * 0.0076465 * -151.6795 * 476.43365 * 382.16914 * -146.7642 * 473.48546 * 383.07594 * 0.0265723 *
*     5449 *      5449 * 4.1851365 * 2.3610304 * 0.0181060 * 190.06719 * -245.1943 * 370.16393 * 181.86902 * -246.8245 * 368.25281 * 0.0408759 *
*     5450 *      5450 * 1.9378384 * 0.1291201 * 0.0027183 * -491.2803 * -5.351430 * 372.95644 * -491.3410 * -5.391646 * 372.84134 * 0.0012105 *
*     5451 *      5451 * 5.3008152 * 3.4761726 * 0.0186426 * -81.34364 * -101.8326 * 370.14180 * -89.71713 * -94.29651 * 378.93156 * 0.0565368 *
*     5452 *      5452 * 3.4009506 * 1.5863231 * 0.0086275 * -192.9497 *  106.2434 * 258.27093 * -199.2418 * 107.25298 * 255.03031 * 0.0327384 *
*     5453 *      5453 * 2.8808628 * 1.0708158 * 0.0040470 * 394.70105 * 493.03491 * 392.41941 * 391.88015 * 496.10025 * 392.44766 * 0.0194007 *
*     5454 *      5454 * 5.1750017 * 3.3533427 * 0.0156589 * -372.7433 * 356.29047 * 92.374526 * -371.0778 * 344.61462 * 92.070125 * 0.0645948 *
*     5455 *      5455 * 2.5195667 * 0.7093214 * 0.0042453 * -312.8824 * -83.98515 * -142.1610 * -313.6238 * -85.16444 * -142.3625 * 0.0115208 *
*     5456 *      5456 * 7.3370444 * 5.5176932 * 0.0133511 * 264.62664 * 427.41371 * 161.77237 * 245.39450 * 444.50297 * 169.34989 * 0.1071091 *
*     5457 *      5457 * 2.1281338 * 0.3206035 * 0.0015303 * -259.4200 * 91.434129 * 278.36867 * -259.3601 *  91.34761 * 278.83148 * 0.0030467 *
*     5458 *      5458 * 4.0422816 * 2.2303339 * 0.0059477 * -181.1536 * -430.1576 * 429.50726 * -187.1539 * -430.0760 * 426.67183 * 0.0430388 *
*     5459 *      5459 * 2.3085268 * 0.4980374 * 0.0044893 * -201.7015 * 296.73200 * 273.21133 * -201.8650 * 296.55910 * 272.06609 * 0.0084359 *
*     5460 *      5460 * 5.9938691 * 4.1779877 * 0.0098813 * 142.21453 * 422.82531 * 117.82311 * 151.31014 * 424.81090 * 126.58618 * 0.0483430 *
*     5461 *      5461 * 5.6955343 * 3.8783261 * 0.0112081 * 497.61184 * 464.69606 * -187.5732 *         0 *         0 *         0 *         0 *
*     5462 *      5462 * 3.3913497 * 1.5727331 * 0.0126165 * 233.15477 * 175.69115 * 28.148692 * 236.57156 * 178.79730 * 24.905028 * 0.0316851 *
*     5463 *      5463 * 3.6884160 * 1.8648604 * 0.0175556 * -10.59965 * 38.556037 * 433.18020 * -5.154967 * 36.712885 * 435.25424 * 0.0327239 *
*     5464 *      5464 * 2.8275770 * 1.0188374 * 0.0027396 * 71.214494 * -99.86687 * -267.5830 * 69.684208 * -96.80619 * -267.6443 * 0.0179236 *
*     5465 *      5465 * 2.8013119 * 0.9921396 * 0.0031723 * 267.01325 * -203.5618 * -384.2540 * 265.96848 * -205.2529 * -382.3705 * 0.0153689 *
*     5466 *      5466 * 4.9267119 * 3.1147063 * 0.0060055 * 272.62451 * 4.6832961 * 331.02520 * 266.94539 * 9.0968212 * 335.60832 * 0.0648233 *
*     5467 *      5467 * 2.9057536 * 1.0965432 * 0.0032104 * 159.01047 * 400.00090 * -457.4297 * 159.36192 * 395.70128 * -455.2988 * 0.0232762 *
*     5468 *      5468 * 3.8400825 * 2.0286035 * 0.0054790 * -69.60896 * -176.2420 * -30.81570 * -75.02547 * -172.8319 * -24.49227 * 0.0429185 *
*     5469 *      5469 * 2.6173267 * 0.8079257 * 0.0034010 * -383.5274 * -186.7472 * -379.2075 * -380.9832 * -185.7070 * -378.5634 * 0.0137564 *
*     5470 *      5470 * 3.1279138 * 1.3122592 * 0.0096546 * -371.9918 * -87.58604 * -44.68145 * -375.4392 * -83.30224 * -45.94719 * 0.0252063 *
*     5471 *      5471 * 5.6116020 * 3.8023650 * 0.0032369 * 482.38000 * 181.96526 * -421.1416 * 479.34512 * 173.27872 * -412.0476 * 0.0446661 *
*     5472 *      5472 * 2.6474147 * 0.8366517 * 0.0047629 * 227.72705 * -16.26929 * -124.7754 * 227.38349 * -16.86710 * -125.2800 * 0.0158722 *
*     5473 *      5473 * 4.8746008 * 3.0558355 * 0.0127652 * 274.42600 * 297.61975 * -476.8701 * 277.37916 * 284.41489 * -474.8576 * 0.0590967 *
*     5474 *      5474 * 3.7768743 * 1.9513037 * 0.0195706 * 127.13861 * -260.1301 * -499.5043 *         0 *         0 *         0 *         0 *
*     5475 *      5475 * 4.2898549 * 2.4743403 * 0.0095146 * 107.85368 * -159.2092 * -232.4445 * 110.00660 * -164.4929 * -225.0823 * 0.0406899 *
*     5476 *      5476 * 2.6092463 * 0.8019093 * 0.0013370 * -221.5693 * -88.92591 * -71.29177 * -220.5634 * -88.32373 * -69.73806 * 0.0105476 *
*     5477 *      5477 * 2.8088556 * 0.9989394 * 0.0039161 * -229.1650 * -315.7466 * 468.07723 * -228.7089 * -311.7737 * 467.23434 * 0.0210704 *
*     5478 *      5478 * 4.3964390 * 2.5861217 * 0.0043172 * -342.2354 * 249.16831 * -255.2294 * -346.8911 *  254.0319 * -244.2590 * 0.0516165 *
*     5479 *      5479 * 3.1694088 * 1.3580710 * 0.0053377 * -9.142222 * -149.6063 * -283.2544 * -11.08554 * -145.4671 * -284.4527 * 0.0241797 *
*     5480 *      5480 * 4.2289960 * 2.4197103 * 0.0032857 * 309.36461 * 215.99741 * 181.77595 * 311.37725 * 213.99127 * 187.46378 * 0.0244857 *
*     5481 *      5481 * 6.5937364 * 4.7509458 * 0.0367905 * 212.30996 * 142.06067 * -366.3091 * 213.51562 * 162.83692 * -352.6472 * 0.0955301 *
*     5482 *      5482 * 6.6596386 * 4.8268677 * 0.0267709 * 407.22543 * -245.3930 * -292.2124 * 400.91018 * -246.4661 * -274.1938 * 0.1017970 *
*     5483 *      5483 * 4.4480844 * 2.6376633 * 0.0044210 * -381.7411 * -411.9179 * 406.05676 * -382.2668 * -407.4786 * 417.08626 * 0.0506753 *
*     5484 *      5484 * 4.3908738 * 2.5802930 * 0.0045808 * 107.80468 * -146.6714 * 109.68947 * 106.22142 * -153.7616 * 116.41806 * 0.0495082 *
*     5485 *      5485 * 6.2729289 * 4.4121480 * 0.0547809 * -355.1234 * -55.99182 * 287.83386 * -362.8127 * -50.01572 * 271.88086 * 0.0749470 *
*     5486 *      5486 * 3.6321139 * 1.8236034 * 0.0025104 * 244.44606 * 424.57824 * 236.41888 * 248.77914 *  421.8979 * 241.28372 * 0.0352194 *
*     5487 *      5487 * 5.2177219 * 3.3810666 * 0.0306552 * -413.6783 * 377.13042 * 158.40274 * -399.9383 * 385.44639 * 161.64363 * 0.0686604 *
*     5488 *      5488 * 3.4222839 * 1.6053048 * 0.0109791 * 346.72244 * 389.98751 * -207.7367 * 343.23760 * 390.46418 * -211.8236 * 0.0342319 *
*     5489 *      5489 * 4.7740135 * 2.9483495 * 0.0196639 * -344.4433 * -17.28827 * -408.9715 * -335.8667 * -14.98061 * -407.6501 * 0.0457572 *
*     5490 *      5490 * 4.1934178 * 2.3847633 * 0.0026545 * -185.5973 * 492.59658 * 258.50193 * -184.1674 * 496.30230 * 260.12662 * 0.0470686 *
*     5491 *      5491 * 7.6153341 * 5.7463525 * 0.0629816 * 268.51142 *  202.3419 * 278.66504 * 286.90434 * 208.87629 * 267.38759 * 0.1047510 *
*     5492 *      5492 * 4.8461141 * 3.0314631 * 0.0086509 * 138.41429 * 145.24235 * 337.08409 * 145.31614 * 154.29019 * 343.79103 * 0.0573347 *
*     5493 *      5493 * 5.1190000 * 3.3076657 * 0.0053342 * -98.19782 * 383.55734 * 382.53288 * -105.5185 * 379.73576 * 391.01483 * 0.0492308 *
*     5494 *      5494 * 5.6213514 * 3.7839116 * 0.0314397 * 126.97611 * -460.2894 * 397.36576 * 117.55644 * -474.4627 * 391.17386 * 0.0723133 *
*     5495 *      5495 * 2.9877221 * 1.1789835 * 0.0027385 * -217.4071 * 275.61935 * 141.91496 * -215.9733 * 279.09814 * 142.24418 * 0.0184560 *
*     5496 *      5496 * 3.6875987 * 1.8725244 * 0.0090742 * -395.7156 * -240.8813 * -445.5627 * -402.6699 * -241.4807 * -444.2451 * 0.0368011 *
*     5497 *      5497 * 3.0344870 * 1.2258926 * 0.0025943 * 209.59911 * -219.4962 * 7.2313180 * 211.17809 * -216.1734 * 10.230717 * 0.0225674 *
*     5498 *      5498 * 2.6164999 * 0.8053713 * 0.0051286 * -108.6715 * 488.13796 * -227.7469 * -111.3476 * 487.64757 * -229.4743 * 0.0155034 *
*     5499 *      5499 * 3.6262654 * 1.8157446 * 0.0045208 * 445.98031 * -141.5482 * -468.1567 * 442.62922 * -140.9166 * -464.3922 * 0.0359582 *
*     5500 *      5500 * 2.7325279 * 0.9252503 * 0.0012776 * -333.6156 * 248.42243 * 499.26073 *         0 *         0 *         0 *         0 *
*     5501 *      5501 * 4.6946730 * 2.8729903 * 0.0156827 * -407.3870 * -432.9392 * 93.270564 * -403.0339 * -426.8118 * 103.34072 * 0.0547462 *
*     5502 *      5502 * 6.0931063 * 4.2470414 * 0.0400648 * -372.2553 * -342.8197 * -443.7144 * -370.7139 * -360.3110 * -444.1286 * 0.0856865 *
*     5503 *      5503 * 2.8255727 * 1.0159097 * 0.0036629 * -287.1100 * 96.259205 * -72.96780 * -289.8213 * 94.779444 * -72.01154 * 0.0180506 *
*     5504 *      5504 * 5.0817324 * 3.2619267 * 0.0138057 * -104.6435 * 59.852475 * -338.7365 * -102.6713 * 62.263178 * -338.1247 * 0.0107900 *
*     5505 *      5505 * 2.0775841 * 0.2691001 * 0.0024840 * -499.9353 * 33.470560 * 13.520201 *         0 *         0 *         0 *         0 *
*     5506 *      5506 * 2.8201760 * 1.0071752 * 0.0070008 * 485.14135 * -311.4023 * 254.10330 * 480.70890 * -311.2408 * 253.31074 * 0.0196479 *
*     5507 *      5507 * 3.2447748 * 1.4348182 * 0.0039566 * 439.88318 * -317.5175 * 385.06222 * 437.26114 * -314.5805 * 387.87731 * 0.0307577 *
*     5508 *      5508 * 3.7069775 * 1.8977619 * 0.0032155 * -410.4506 * 426.22483 * 471.16714 * -405.5419 * 422.78647 * 474.39505 * 0.0318119 *
*     5509 *      5509 * 6.2301786 * 4.4057984 * 0.0183801 * 153.20025 * -140.0519 * 1.8635088 * 166.63959 * -156.1403 * 10.388350 * 0.0890399 *
*     5510 *      5510 * 4.9299067 * 3.0905986 * 0.0333081 * 364.05412 * 413.54667 * 131.01598 * 371.11786 * 408.21714 * 120.46787 * 0.0619500 *
*     5511 *      5511 * 2.0267664 * 0.2193979 * 0.0013685 * 255.79685 * 309.73353 * 91.739233 * 256.05786 * 309.77635 * 91.945386 * 0.0032603 *
*     5512 *      5512 * 3.3993696 * 1.5878978 * 0.0054718 * -261.7317 * -46.87636 * -471.4514 * -266.6216 * -41.87129 * -470.6761 * 0.0290003 *
*     5513 *      5513 * 5.5444397 * 3.7244753 * 0.0139644 * 382.67963 * 126.39892 * 356.06879 * 396.48805 * 117.50542 * 362.65466 * 0.0834656 *
*     5514 *      5514 * 2.6060793 * 0.7984122 * 0.0016671 * -283.4043 * 293.79513 * 271.36590 * -282.2632 * 295.80312 * 271.85166 * 0.0149262 *
*     5515 *      5515 * 4.0305448 * 2.2068833 * 0.0176615 * 173.72989 * 233.49191 * -424.3431 * 173.20166 * 241.79562 * -426.7612 * 0.0341207 *
*     5516 *      5516 * 4.1382515 * 2.3195766 * 0.0126748 * -403.5637 * -162.3780 * -452.3449 * -406.2526 * -173.2827 * -452.5105 * 0.0455342 *
*     5517 *      5517 * 2.5178741 * 0.7062543 * 0.0056197 * -499.6168 * 187.30531 * -389.6038 *         0 *         0 *         0 *         0 *
*     5518 *      5518 * 4.2026611 * 2.3925039 * 0.0041572 * 254.42142 * -301.6679 * 275.02869 * 259.53882 * -308.8490 * 283.93586 * 0.0496668 *
*     5519 *      5519 * 5.3113067 * 3.4668450 * 0.0384616 * 381.21541 * -19.02212 * -184.5413 * 388.87976 * -14.59662 * -197.9681 * 0.0653393 *
*     5520 *      5520 * 4.8863421 * 3.0590712 * 0.0212708 * -455.9843 * 313.76521 * -244.6734 * -462.5369 * 315.50085 * -239.6698 * 0.0506874 *
*     5521 *      5521 * 4.2757544 * 2.4492741 * 0.0204802 * -484.0652 * 22.133451 * 487.51846 * -487.4999 * 14.971975 * 482.13341 * 0.0486309 *
*     5522 *      5522 * 3.9626881 * 2.1529666 * 0.0037214 * -140.1468 * -169.9771 * 371.13471 * -145.6392 * -173.9406 * 372.90187 * 0.0370445 *
*     5523 *      5523 * 4.2870866 * 2.4783075 * 0.0027791 * -218.3733 * 466.54471 * -432.5154 * -214.4424 * 460.70280 * -423.8388 * 0.0472681 *
*     5524 *      5524 * 5.0811832 * 3.2648796 * 0.0103035 * -337.7959 * 370.94070 * 92.529505 * -340.8057 * 384.76165 * 97.355267 * 0.0630723 *
*     5525 *      5525 * 3.5762079 * 1.7568002 * 0.0134076 * -25.29644 * -229.2731 * -123.4647 * -23.65852 * -235.1567 * -123.2905 * 0.0335740 *
*     5526 *      5526 *  2.950577 * 1.1409528 * 0.0036241 * 436.84559 * -142.1140 * 236.24784 * 436.60917 * -141.8862 * 236.40110 * 0.0012709 *
*     5527 *      5527 * 5.6027873 * 3.7482162 * 0.0485710 * -246.0136 * -229.3085 * -259.8372 * -247.4133 * -240.9192 * -269.3388 * 0.0747626 *
*     5528 *      5528 * 3.5257542 * 1.7035031 * 0.0162510 * 485.19274 * -148.7004 * -244.0257 * 483.19475 * -146.8211 * -249.8274 * 0.0281593 *
*     5529 *      5529 * 4.5870162 * 2.7712448 * 0.0097714 * -155.8679 * -57.47054 * 401.56666 * -160.3571 * -64.22875 * 406.78053 * 0.0483755 *
*     5530 *      5530 * 6.0943831 * 4.2616887 * 0.0266944 * 151.51752 * 227.67144 * 180.28036 * 152.88121 * 247.25861 * 185.25286 * 0.0753355 *
