*    Row   *   EventNo * Antineutr * Positron_ * Neutron_K *  Vertex_X *  Vertex_Y *  Vertex_Z * Annihilat * Annihilat * Annihilat * Annihilat *
*     1253 *      1253 * 3.9246101 * 2.1086649 * 0.0099452 * 262.35623 * 217.17557 * 435.17185 * 259.88383 * 208.15181 * 436.94111 * 0.0404580 *
*     1254 *      1254 * 4.2768668 * 2.4587491 * 0.0121177 *  471.8315 * 67.829075 * -238.6566 * 463.17691 * 70.137275 * -237.2396 * 0.0360510 *
*     1255 *      1255 * 3.9348836 * 2.1150133 * 0.0138703 * -194.3373 * -108.3924 * -302.9030 * -187.1059 * -113.3386 * -306.2705 * 0.0388373 *
*     1256 *      1256 * 4.3862479 * 2.5689422 * 0.0113057 * 224.46539 * 293.71096 * -369.2789 * 221.17445 * 300.87835 * -364.4530 * 0.0422812 *
*     1257 *      1257 * 2.4731687 * 0.6613172 * 0.0058514 * 63.203909 * 29.692389 * 158.30300 * 62.725096 * 28.203184 * 156.95464 * 0.0122067 *
*     1258 *      1258 * 4.9311911 * 3.1104906 * 0.0147005 * 170.19608 * 10.341964 * 163.46272 * 180.25096 * 12.810643 * 155.80446 * 0.0585323 *
*     1259 *      1259 * 4.2736083 * 2.4403719 * 0.0272363 * -251.3932 * -233.9373 * -291.6799 * -248.6048 * -232.5496 * -299.0695 * 0.0409617 *
*     1260 *      1260 * 6.0493824 * 4.1951628 * 0.0482195 * 286.32455 * 164.34078 * -351.7241 * 293.42606 * 151.40084 * -356.0390 * 0.0628128 *
*     1261 *      1261 * 2.9242133 * 1.1128465 * 0.0053667 * 350.89792 * 485.37651 * -134.4332 * 353.66134 * 483.20568 * -135.1634 * 0.0214703 *
*     1262 *      1262 * 7.1691142 * 5.2832969 * 0.0798172 * -238.6985 * -438.5992 * -230.2097 * -242.9714 * -423.7431 * -250.6666 * 0.0991373 *
*     1263 *      1263 * 3.4355741 * 1.6181222 * 0.0114518 * -258.4296 * -10.82423 * -351.9495 * -251.8639 * -10.55264 * -353.3018 * 0.0326842 *
*     1264 *      1264 * 5.1390203 * 3.3058123 * 0.0272080 * -498.3035 * -224.3998 * 103.34811 * -484.3313 * -231.2991 * 100.36418 * 0.0705481 *
*     1265 *      1265 * 4.4311676 * 2.5995647 * 0.0256029 * -340.8282 * -47.32398 * -222.9712 * -332.5960 * -41.33817 * -230.3656 * 0.0562911 *
*     1266 *      1266 * 3.4872690 * 1.6735427 * 0.0077262 * -225.1657 * -122.5168 * 282.53044 * -222.2666 * -114.8128 * 283.08310 * 0.0340058 *
*     1267 *      1267 * 3.8647416 * 2.0570135 * 0.0017281 * 258.81424 * 291.41456 * -219.2031 * 260.41257 * 293.61154 * -211.0405 * 0.0385679 *
*     1268 *      1268 * 4.4379661 * 2.6276621 * 0.0043039 * -45.70528 * -216.1818 * 66.348394 * -46.10618 * -218.9188 * 77.027239 * 0.0453343 *
*     1269 *      1269 * 3.8367562 * 2.0297784 * 0.0009778 * 232.15747 * -455.4327 * 442.48116 * 230.44028 * -455.9222 * 451.57451 * 0.0398865 *
*     1270 *      1270 * 4.0864805 * 2.2768434 * 0.0036371 * -72.47960 * -490.5300 * 296.37907 * -77.57034 * -493.4706 * 304.82639 * 0.0426709 *
*     1271 *      1271 * 7.0979853 * 5.2792170 * 0.0127682 * -496.5312 * -70.83077 * 371.08569 * -482.7198 * -90.75166 * 382.28974 * 0.1044792 *
*     1272 *      1272 * 3.4054899 * 1.5903608 * 0.0091291 * 223.12983 * -131.5437 * 420.85990 * 220.62441 * -137.6740 * 419.43781 * 0.0314383 *
*     1273 *      1273 * 3.9917577 * 2.1844160 * 0.0013416 * 104.29371 * -4.215264 * -60.71555 * 104.69089 * 1.5771816 * -55.92772 * 0.0443979 *
*     1274 *      1274 * 3.3560798 * 1.5403089 * 0.0097708 * 499.26164 * 489.08664 * 449.00357 *         0 *         0 *         0 *         0 *
*     1275 *      1275 * 4.7460381 * 2.9361259 * 0.0039122 * 257.40073 * 30.325235 * -15.99597 * 264.36155 * 32.168406 * -3.511474 * 0.0610099 *
*     1276 *      1276 * 4.5083915 * 2.6920558 * 0.0103356 * -379.6628 * 483.92190 * -256.3636 * -385.0176 * 472.62595 * -256.9552 * 0.0518233 *
*     1277 *      1277 * 4.8023854 * 2.9665574 * 0.0298280 * -237.2615 * 3.0577041 * 373.07466 * -228.2681 * -2.393360 * 366.13466 * 0.0595649 *
*     1278 *      1278 * 3.0254737 * 1.2164056 * 0.0030680 * -357.2966 * 453.33906 * 448.31615 * -359.4631 * 456.49249 * 451.26174 * 0.0230017 *
*     1279 *      1279 * 3.1711161 * 1.3535935 * 0.0115226 * 201.54192 * 142.27570 * -279.7185 * 199.50303 * 141.06750 * -280.7615 * 0.0095457 *
*     1280 *      1280 * 2.8075761 * 0.9941510 * 0.0074250 * -304.0510 * 308.93747 * 322.50200 * -303.7289 * 311.19593 * 321.03173 * 0.0211632 *
*     1281 *      1281 * 3.6348939 * 1.8173034 * 0.0115904 * -465.8958 * -349.9486 * 137.51852 * -474.5199 * -348.9711 * 137.44096 * 0.0382588 *
*     1282 *      1282 * 3.2853694 * 1.4744670 * 0.0049023 * -342.1019 * 3.2713387 * 171.35138 * -340.2298 * -0.520099 * 172.57979 * 0.0208800 *
*     1283 *      1283 * 3.0848766 * 1.2773084 * 0.0015682 * -50.43487 * -5.997982 * -94.71839 * -49.70152 * -4.697862 * -91.67735 * 0.0127454 *
*     1284 *      1284 * 5.3868962 * 3.5749963 * 0.0058999 * 404.61034 * 130.43421 * 178.94402 * 404.65484 * 125.75762 * 186.04616 * 0.0343467 *
*     1285 *      1285 * 5.1378971 * 3.3094913 * 0.0224058 * 95.622104 * -108.6820 * -417.6342 * 80.166524 * -113.8167 * -415.8852 * 0.0680010 *
*     1286 *      1286 * 4.0508869 * 2.2418423 * 0.0030445 * 268.41527 * 293.18574 * -242.5193 * 269.44154 * 284.05131 * -241.6297 * 0.0430144 *
*     1287 *      1287 * 2.3952891 * 0.5857796 * 0.0035095 * 21.886354 * 360.99695 * -299.4865 * 21.788261 * 360.87339 * -300.3632 * 0.0096590 *
*     1288 *      1288 * 3.2964763 * 1.4796670 * 0.0108092 * -347.6950 * 85.458101 * -454.2867 * -342.6582 * 88.843598 * -455.3006 * 0.0303130 *
*     1289 *      1289 * 3.1190892 * 1.3023417 * 0.0107474 * 343.95358 * -487.8176 * 422.93885 * 344.61702 * -491.0713 * 420.95760 * 0.0231442 *
*     1290 *      1290 * 2.8987811 * 1.0837533 * 0.0090278 * -134.6967 * 388.22950 * 396.54610 * -132.0839 * 387.03703 * 394.88312 * 0.0179294 *
*     1291 *      1291 * 3.6289997 * 1.8174848 * 0.0055148 * -203.5258 * -170.3156 * -309.4679 * -207.5899 * -164.7326 * -308.0936 * 0.0329036 *
*     1292 *      1292 * 5.1543668 * 3.3076646 * 0.0407022 * 435.22726 * -115.7348 * 209.38022 *  428.4723 * -105.3535 * 198.97594 * 0.0619557 *
*     1293 *      1293 * 4.7314545 * 2.8972547 * 0.0281998 * -175.9654 * 93.105366 * -4.594085 * -184.6656 * 91.437169 * -5.548531 * 0.0449187 *
*     1294 *      1294 * 3.9179977 * 2.1082993 * 0.0036984 * -156.4332 * -284.5265 * -435.9413 * -157.5137 * -284.1629 * -428.6103 * 0.0393650 *
*     1295 *      1295 * 6.2491158 * 4.4020355 * 0.0410802 * 339.26331 * 242.68711 * -258.9659 * 334.02432 * 230.31390 * -271.1059 * 0.0772238 *
*     1296 *      1296 * 4.4815363 * 2.6457580 * 0.0297783 * -243.1494 * 458.94952 * -197.3910 * -245.7389 * 460.23488 * -209.2971 * 0.0546966 *
*     1297 *      1297 * 3.8421825 * 2.0202283 * 0.0159541 * 233.84322 * -498.1526 * 430.67210 *         0 *         0 *         0 *         0 *
*     1298 *      1298 * 2.4089802 * 0.6018034 * 0.0011768 * 205.57678 * 309.29739 * 249.05338 * 205.02413 * 310.85568 * 249.66574 * 0.0086045 *
*     1299 *      1299 * 4.0928322 * 2.2650585 * 0.0217737 * 362.90041 * 483.19243 * 302.49528 * 362.91838 * 484.21436 * 298.32058 * 0.0383010 *
*     1300 *      1300 * 4.6084668 * 2.7758037 * 0.0266631 * -244.7654 * -339.8962 * 169.43452 * -246.3670 * -330.4220 * 163.18848 * 0.0551561 *
*     1301 *      1301 * 5.8865363 * 4.0339061 * 0.0466302 * 294.13327 * -96.79152 * 197.70506 * 305.76765 * -106.8829 * 191.61822 * 0.0683948 *
*     1302 *      1302 * 4.8915191 * 3.0834636 * 0.0020555 * 462.24919 * 365.72131 * -153.5277 * 459.96012 * 355.31150 * -145.9079 * 0.0544134 *
*     1303 *      1303 * 5.8891452 * 4.0629486 * 0.0201965 * -66.10212 * -332.7847 * -387.5480 * -75.24789 * -347.5731 * -386.9222 * 0.0681755 *
*     1304 *      1304 * 4.0259144 * 2.2159074 * 0.0040070 * 80.664758 * 261.22036 * 390.68244 * 76.362816 * 260.75174 * 397.02246 * 0.0328567 *
*     1305 *      1305 * 5.3256377 * 3.5115962 * 0.0080414 * 203.66789 * 220.25471 * -327.4395 * 201.97475 * 231.40069 * -324.0422 * 0.0415101 *
*     1306 *      1306 * 4.6946354 * 2.8593293 * 0.0293060 * 17.888813 * -108.3135 * 99.236179 * 15.038729 * -99.55914 * 90.430818 * 0.0518497 *
*     1307 *      1307 * 3.0652283 * 1.2554464 * 0.0037818 * -309.3585 * -415.2588 * -133.4852 * -312.6365 * -411.5251 * -130.5176 * 0.0257167 *
*     1308 *      1308 * 3.9886256 *  2.174601 * 0.0080246 * 432.01413 * -489.3779 * -239.0076 * 426.29969 * -494.4169 * -238.9315 * 0.0403125 *
*     1309 *      1309 * 3.1211534 * 1.3036417 * 0.0115116 * 278.72800 * 382.79682 * 99.026071 * 280.65755 * 379.91317 * 97.265740 * 0.0213460 *
*     1310 *      1310 * 2.4910674 * 0.6812458 * 0.0038215 * 469.17927 * -115.8218 * 157.56229 * 470.94786 * -116.6697 * 156.87697 * 0.0127725 *
*     1311 *      1311 * 2.3168435 * 0.5059395 * 0.0049039 * 426.69126 * -429.1885 * -12.02963 * 427.37662 * -429.2345 * -12.69477 * 0.0090688 *
*     1312 *      1312 * 3.9119438 * 2.0852170 * 0.0207267 * -383.1110 * 379.25370 * 68.133427 * -377.4900 * 375.77708 * 64.035649 * 0.0428065 *
*     1313 *      1313 * 4.1826116 * 2.3642265 * 0.0123850 * 440.90324 * -230.4520 * -312.7609 * 448.45543 * -227.4611 * -308.8675 * 0.0452311 *
*     1314 *      1314 * 2.6411611 * 0.8339362 * 0.0012248 * -405.9114 * 233.75180 * 257.38401 * -406.4195 * 233.78398 * 258.02408 * 0.0054475 *
*     1315 *      1315 * 6.9048926 * 5.0520970 * 0.0467956 * -312.6066 * -99.17711 * -298.1553 * -321.7078 * -92.79455 * -309.5417 * 0.0784952 *
*     1316 *      1316 * 3.2076864 * 1.3974744 * 0.0042119 * 70.666157 * 109.68507 * 311.57088 * 72.616550 * 110.70893 * 316.91854 * 0.0273713 *
*     1317 *      1317 * 4.7953155 * 2.9575772 * 0.0317382 * -304.4209 * -200.4038 * -134.0898 * -307.9472 * -190.6491 * -142.2055 * 0.0575626 *
*     1318 *      1318 * 3.7724656 * 1.9548114 * 0.0116541 * 248.58185 * -75.53740 * -122.1537 * 253.07132 * -68.16995 * -123.4719 * 0.0416013 *
*     1319 *      1319 * 2.9805521 * 1.1662718 * 0.0082802 * 62.886066 * 459.26690 * 24.664704 * 62.922868 * 455.82564 * 24.776250 * 0.0158910 *
*     1320 *      1320 * 3.5038152 * 1.6856720 * 0.0121431 * 193.91570 * 401.33281 * -349.3658 * 199.32517 * 403.67364 * -352.7189 * 0.0344955 *
*     1321 *      1321 * 2.8371936 * 1.0275167 * 0.0036769 * -252.4609 * -243.3302 * 322.78135 * -251.3908 * -242.8416 * 321.89374 * 0.0104608 *
*     1322 *      1322 * 5.3299179 * 3.5107901 * 0.0131277 * -128.4925 * 202.51677 * -434.1768 * -122.1418 * 194.38558 * -423.4175 * 0.0685789 *
*     1323 *      1323 * 2.2659560 * 0.4574441 * 0.0025119 * 348.46171 * -446.6588 * -174.5256 * 348.01103 * -446.6047 * -174.3617 * 0.0021597 *
*     1324 *      1324 * 3.7963556 * 1.9726512 * 0.0177043 * -92.00193 * 78.348941 * -147.6068 * -93.87905 * 85.181124 * -144.9595 * 0.0382295 *
*     1325 *      1325 * 4.3768392 * 2.5640966 * 0.0067425 * -182.3474 * -9.182270 * -98.38127 * -177.6004 * -19.28083 * -94.49757 * 0.0584074 *
*     1326 *      1326 * 4.3177810 * 2.4899791 * 0.0218018 * -123.9404 * -114.2489 * 422.22340 * -129.6816 * -105.2921 * 419.80712 * 0.0463904 *
*     1327 *      1327 * 3.3360982 * 1.5210832 * 0.0090150 * 310.15091 * -245.5546 * 288.57589 * 316.21133 * -242.5949 * 288.30907 * 0.0314819 *
*     1328 *      1328 * 3.8950077 * 2.0835128 * 0.0054949 * 172.68070 * 496.02529 * -362.5555 *         0 *         0 *         0 *         0 *
*     1329 *      1329 * 4.6670968 * 2.8454782 * 0.0156185 * -346.2756 * -493.4219 * -86.27426 * -341.6053 * -490.7680 * -90.87879 * 0.0553702 *
*     1330 *      1330 * 4.7770678 * 2.9364373 * 0.0346304 * -341.1357 * 249.63960 * 16.160953 * -343.4401 * 243.88690 * 9.3245427 * 0.0516739 *
*     1331 *      1331 * 5.1953291 * 3.3522087 * 0.0371203 * 234.46755 * 195.37711 * 491.56801 * 241.22198 * 191.68204 * 484.90230 * 0.0520104 *
*     1332 *      1332 * 2.9538620 * 1.1375499 * 0.0103120 * -315.3158 * -208.4833 * -146.1590 * -316.7167 * -205.7716 * -148.7197 * 0.0200254 *
*     1333 *      1333 * 3.5756627 * 1.7627820 * 0.0068807 * 303.34483 * -143.8373 * 493.87384 * 296.89261 * -145.0661 * 497.49957 * 0.0353497 *
*     1334 *      1334 * 2.6977318 * 0.8845592 * 0.0071725 * 65.164965 * -283.7698 * -434.5502 * 64.315322 * -286.4892 * -435.2846 * 0.0167506 *
*     1335 *      1335 * 4.3529673 * 2.5401112 * 0.0068561 * -427.3622 * 316.78242 * -458.9284 * -419.2391 * 311.24827 * -452.9023 * 0.0490229 *
*     1336 *      1336 * 4.4481322 * 2.6395917 * 0.0025404 * 171.69263 * 460.82508 * -412.7842 * 171.51063 * 461.91783 * -403.8778 * 0.0472028 *
*     1337 *      1337 * 4.1057123 * 2.2757082 * 0.0240040 * 9.5767105 * 178.32075 * -339.4727 * 9.0871714 * 186.63799 * -343.2736 * 0.0395159 *
*     1338 *      1338 * 4.8427405 * 3.0118279 * 0.0249126 * -176.4352 * -395.7670 * -167.3315 * -174.5801 * -382.2151 * -171.0475 * 0.0558626 *
*     1339 *      1339 * 4.3200482 * 2.5117176 * 0.0023305 * -32.66144 * -50.45085 * -252.0904 * -31.67313 * -49.59777 * -249.8315 * 0.0088622 *
*     1340 *      1340 * 3.9318364 * 2.1097720 * 0.0160644 * -85.63323 * -17.65539 * -95.08901 * -86.90457 * -12.70901 * -99.30238 * 0.0400030 *
*     1341 *      1341 * 6.0337483 * 4.1864849 * 0.0412634 * -110.4399 * -424.7412 * 254.21791 * -106.9549 * -414.3197 * 240.08878 * 0.0820728 *
*     1342 *      1342 * 4.6723356 * 2.8372890 * 0.0290466 * 202.69205 * -237.2905 * 195.60320 * 199.92546 * -241.1391 * 183.71030 * 0.0553623 *
*     1343 *      1343 * 2.0190534 * 0.2111884 * 0.0018650 * -429.7614 * 121.77664 * 223.09758 * -429.5212 * 122.02535 * 223.07020 * 0.0028049 *
*     1344 *      1344 * 3.7637429 * 1.9563197 * 0.0014231 * 435.70470 * -183.9357 * 280.07853 * 435.65385 * -185.3200 * 288.16056 * 0.0375554 *
*     1345 *      1345 * 3.3759549 * 1.5587980 * 0.0111568 * -295.7011 * 302.33372 * 163.39128 * -295.9765 * 299.10354 * 159.65986 * 0.0239249 *
*     1346 *      1346 * 5.2353940 * 3.3950586 * 0.0343354 * 1.4791146 * -347.3222 * 114.78614 * 3.3224502 * -353.5751 * 111.98776 * 0.0275618 *
*     1347 *      1347 * 1.8511259 * 0.0429090 * 0.0022169 * 71.092992 * 55.239297 * 445.47406 * 71.088367 * 55.228114 * 445.45897 * 0.0002580 *
*     1348 *      1348 * 3.0119087 * 1.1947417 * 0.0111669 * -492.9957 * 310.49056 * -179.8918 * -494.0234 * 313.99023 * -182.5593 * 0.0217643 *
*     1349 *      1349 * 4.9357854 * 3.0953064 * 0.0344789 * -355.7221 * -284.3164 * 287.85668 * -367.2965 * -283.8662 * 278.29208 * 0.0601795 *
*     1350 *      1350 * 2.6158341 * 0.8068789 * 0.0029552 * -99.37316 * -236.9226 * 33.748565 * -101.3154 * -237.1648 * 35.015755 * 0.0126025 *
*     1351 *      1351 * 2.4637654 * 0.6525150 * 0.0052504 * 302.76011 * 471.81047 * 475.54286 * 304.16287 * 473.19921 * 476.30127 * 0.0113957 *
*     1352 *      1352 * 4.1596712 * 2.3396051 * 0.0140661 * 178.99291 * -344.3716 * -164.1964 * 178.53472 * -343.5226 * -164.0916 * 0.0032903 *
*     1353 *      1353 * 2.9518399 * 1.1360599 * 0.0097799 * 274.14902 * -325.8633 * -137.3770 * 274.81909 * -324.3480 * -140.5708 * 0.0209530 *
*     1354 *      1354 * 2.8056320 * 0.9952291 * 0.0044029 * -127.1912 * 423.89463 * 468.56333 * -129.1805 * 422.03858 * 470.87514 * 0.0202953 *
*     1355 *      1355 * 6.7405594 * 4.8934355 * 0.0411239 * 403.28506 * 151.19940 * -281.0672 * 414.45549 * 153.46178 * -291.9733 * 0.0648375 *
*     1356 *      1356 * 3.6630601 *  1.848901 * 0.0081591 * 255.28455 * 47.832649 * 23.621949 * 250.48946 * 48.801693 * 25.696191 * 0.0214977 *
*     1357 *      1357 * 2.8694825 * 1.0550036 * 0.0084788 * 50.657792 * -198.8508 * 4.4670658 * 46.976670 * -198.0116 * 2.8346524 * 0.0195005 *
*     1358 *      1358 * 3.2782466 * 1.4594329 * 0.0128136 * -352.9916 * 369.29617 * 405.49014 * -355.7809 * 373.44235 * 406.10581 * 0.0281586 *
*     1359 *      1359 * 4.0498597 * 2.2381028 * 0.0057569 * 243.17012 * -221.1417 * 353.12565 * 243.89346 * -213.2802 * 357.35926 * 0.0479742 *
*     1360 *      1360 * 4.3353938 * 2.5215964 * 0.0077973 * 21.756965 * 494.17195 * -230.1018 * 14.752636 * 465.00359 * -134.0865 * 20460.159 *
*     1361 *      1361 * 2.0848335 * 0.2775923 * 0.0012411 * -366.7516 * 11.403842 * -445.2059 * -367.0954 *  11.80405 * -445.4050 * 0.0041747 *
*     1362 *      1362 * 5.0803364 * 3.2417324 * 0.0326039 * 378.52502 * -374.6011 * -159.2660 * 388.67661 * -370.9543 * -168.7212 * 0.0552769 *
*     1363 *      1363 * 3.8568966 * 2.0389114 * 0.0119852 * 74.861676 * -481.7780 * -195.0636 * 76.541294 * -487.4423 * -194.7132 * 0.0254820 *
*     1364 *      1364 * 2.5793054 * 0.7669615 * 0.0063438 * -250.5066 * -100.2483 * -431.8120 *         0 *         0 *         0 *         0 *
*     1365 *      1365 * 3.5628026 * 1.7405093 * 0.0162933 * -347.7278 * -302.6725 * -26.69104 * -352.9628 * -307.0784 * -29.35923 * 0.0353108 *
*     1366 *      1366 * 3.3817508 * 1.5663730 * 0.0093777 * 486.17958 * -314.2015 * -496.6430 * 485.93519 * -312.4363 * -496.8652 * 0.0062359 *
*     1367 *      1367 * 4.6675605 * 2.8347847 * 0.0267757 * 101.75079 * -177.1929 * -8.213771 * 104.50486 * -186.5977 * -14.24827 * 0.0566012 *
*     1368 *      1368 * 3.6511182 * 1.8290072 * 0.0161110 * 278.33841 * 349.26846 *  333.8363 * 276.60983 * 349.88548 * 326.42206 * 0.0389297 *
*     1369 *      1369 * 2.1164036 * 0.3086646 * 0.0017389 * -161.8839 * -276.5861 * -34.04750 * -161.7858 * -277.0701 * -33.37346 * 0.0046634 *
*     1370 *      1370 * 4.1426463 * 2.3353430 * 0.0013032 * 78.633954 * -3.334368 * 402.69910 * 79.610181 * -0.750126 * 413.15415 * 0.0436612 *
*     1371 *      1371 * 4.7404753 * 2.9292105 * 0.0052647 * 23.300194 * -434.3372 * 357.58642 * 11.720591 * -429.1848 * 364.77034 * 0.0583016 *
*     1372 *      1372 * 3.3429309 * 1.5307308 * 0.0062001 * 218.68326 * 218.34934 * 238.18581 *  220.5769 * 213.59886 * 241.53875 * 0.0260009 *
*     1373 *      1373 * 2.6233607 * 0.8139561 * 0.0034046 * 8.0225817 * 425.58332 * -403.7628 * 7.5859680 * 424.70444 * -402.0589 * 0.0129248 *
*     1374 *      1374 * 3.3157669 * 1.5036567 * 0.0061101 * 20.834782 * 189.88146 * -7.063057 * 26.086943 * 190.43111 * -6.750078 * 0.0298200 *
*     1375 *      1375 * 3.6981671 * 1.8895007 * 0.0026664 * -373.1697 * -75.80175 * -51.60071 * -371.8445 * -78.19610 * -47.04453 * 0.0283517 *
*     1376 *      1376 * 2.1192401 * 0.3105189 * 0.0027211 * -20.91178 * -54.21960 * 374.12582 * -20.23986 * -54.27813 * 374.23657 * 0.0044777 *
*     1377 *      1377 * 6.3994789 * 4.5387369 * 0.0547419 * 192.06879 * -298.0252 * 236.43759 * 199.23600 * -303.1405 * 222.25435 * 0.0940854 *
*     1378 *      1378 * 7.0251063 * 5.2128717 * 0.0062345 * -424.5617 * -131.8191 * 391.61709 * -418.9836 * -128.3757 * 414.12876 * 0.1086011 *
*     1379 *      1379 * 6.0067788 * 4.1477620 * 0.0530168 * -393.0835 * 401.03886 * -453.8204 * -392.9107 * 400.37217 * -466.5142 * 0.0766916 *
*     1380 *      1380 * 4.7114671 * 2.8880203 * 0.0174468 * -301.4879 * 475.91092 * 367.39263 * -306.5363 * 484.74998 * 367.53572 * 0.0423249 *
*     1381 *      1381 * 4.3938837 * 2.5749730 * 0.0129106 * -181.3133 * -97.50916 * -156.3905 * -190.0938 * -105.4535 * -158.1711 * 0.0538032 *
*     1382 *      1382 * 6.2326247 * 4.3719571 * 0.0546675 * -392.3180 * 184.00073 * 332.25320 * -391.6683 * 196.27073 * 312.75682 * 0.0953798 *
*     1383 *      1383 * 3.9747035 * 2.1521052 * 0.0165982 * 130.47402 * 248.81583 * -481.7639 * 124.17338 * 242.85038 * -484.4049 * 0.0386992 *
*     1384 *      1384 * 4.1900275 *  2.380407 * 0.0036205 * -478.1025 * 386.89309 * -400.1105 * -477.5845 * 388.70431 * -390.4229 * 0.0435315 *
*     1385 *      1385 * 2.5572713 * 0.7472120 * 0.0040592 * 86.008704 * 187.63934 * -214.2024 * 83.870510 * 187.25534 * -212.7269 * 0.0141169 *
*     1386 *      1386 * 4.7174666 * 2.8876204 * 0.0238461 * 226.97536 * -429.4113 * 157.89717 * 234.77228 * -439.5277 * 156.88556 * 0.0510097 *
*     1387 *      1387 * 4.7845720 * 2.9593833 * 0.0191887 * -431.9055 * 337.93203 * -224.7843 * -428.1635 * 333.14806 * -222.5060 * 0.0283145 *
*     1388 *      1388 * 5.1766127 * 3.3589861 * 0.0116266 * -271.3929 * -209.3536 * -377.7096 * -260.9988 * -202.9629 * -380.3269 * 0.0656979 *
*     1389 *      1389 * 3.4650422 * 1.6513125 * 0.0077297 * 410.75125 * -352.7058 * 29.066653 * 413.19442 * -359.4532 * 28.566367 * 0.0310778 *
*     1390 *      1390 * 2.8053963 * 0.9978724 * 0.0015239 * -152.1189 * -357.9931 * 493.41479 * -152.9200 * -360.6508 * 496.14924 * 0.0175887 *
*     1391 *      1391 * 4.2733304 * 2.4567276 * 0.0106027 * -224.0403 * -162.1193 * 174.99266 * -224.8534 * -160.2412 * 183.99436 * 0.0536745 *
*     1392 *      1392 * 3.3778449 * 1.5689914 * 0.0028535 * -246.3824 * -489.9267 * 468.12698 * -250.1345 * -486.6118 * 473.75523 * 0.0315922 *
*     1393 *      1393 * 2.2184649 * 0.4085055 * 0.0039594 * -440.8838 * -19.14581 * 79.647227 * -441.1350 * -18.64005 * 79.323255 * 0.0027606 *
*     1394 *      1394 * 3.7532963 * 1.9280529 * 0.0192434 * 400.09472 * -150.8735 * 39.510110 * 398.64603 * -150.8483 * 35.160261 * 0.0243920 *
*     1395 *      1395 * 2.9464230 * 1.1361209 * 0.0043021 * 293.99280 * 388.54608 * -310.9452 * 294.05102 * 393.12420 * -312.0688 * 0.0230268 *
*     1396 *      1396 * 2.9605275 * 1.1474085 * 0.0071190 * -283.3527 * -16.93833 * 215.19576 * -286.2816 * -17.49454 * 213.01492 * 0.0193594 *
*     1397 *      1397 * 4.9683507 * 3.1511360 * 0.0112147 * -374.9060 * -439.3707 * -312.0392 * -364.5269 * -438.1042 * -315.7038 * 0.0518103 *
*     1398 *      1398 * 2.8055494 * 0.9942119 * 0.0053375 * -158.6935 * 144.32109 * 240.73647 * -158.1070 * 141.81719 * 240.55318 * 0.0124985 *
*     1399 *      1399 * 3.3546873 * 1.5350943 * 0.0135930 * -442.2029 * 247.76880 * -255.2539 * -444.1436 * 249.03465 * -261.5216 * 0.0311046 *
*     1400 *      1400 * 2.3731839 * 0.5640136 * 0.0031703 * -328.6125 * 204.18154 * -3.023783 * -329.1143 * 205.49857 * -4.250310 * 0.0093286 *
*     1401 *      1401 * 3.8851550 * 2.0593336 * 0.0198213 * 259.84585 * -475.1079 * 64.719977 * 258.88113 * -479.0100 * 60.663026 * 0.0364933 *
